GunMountID,MountCaliber,GunMountName,GunMountNation,GunMountType,GunID,NumberOfGuns,MaxElevation,MountSource
173-c-mpl-c02,173,17cm/37 MPL C/02,germany,Central Pivot (Casement),173-bg-sk-l40,1,22,http://www.navweaps.com/Weapons/WNGER_675-40_skc04.php
173-c-drl-c01,173,17cm/37 DrL C/01,germany,Armored Gunhouse,173-bg-sk-l40,1,30,http://www.navweaps.com/Weapons/WNGER_675-40_skc04.php
165-piv-m1864,165,165mm/18 Model 1864,france,Pivot,165-ml-m1864,1,,https://en.wikipedia.org/wiki/French_ironclad_Belliqueuse#Armament
165-c-m1864,165,165mm/18 Model 1864,france,Pivot (Casement),165-ml-m1864,1,,https://en.wikipedia.org/wiki/French_ironclad_Belliqueuse#Armament
165-piv-ml-m1858-60,165,165mm/ Model 1858-60,france,Pivot,165-ml-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
165-ccar-ml-m1858-60,165,165mm/ Model 1858-60,france,Carriage (Casement),165-ml-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
165-car-ml-m1858-60,165,165mm/ Model 1858-60,france,Carriage,165-ml-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
165-c-fra-unknown,165,165mm/ Unknown Model,france,Pivot (Casement),165-fra-unknown,1,,https://en.wikipedia.org/wiki/Oc%C3%A9an-class_ironclad#Armament
165-ag-m1893-1896-twin,165,165mm/45 Model 1893-1896 Twin Turret,france,Armored Gunhouse,165-bg-m1893-1896,2,25,http://www.navweaps.com/Weapons/WNFR_65-45_m1893.php
165-c-m1893-1896,165,165mm/45 Model 1893-1896 Casement,france,Central Pivot (Casement),165-bg-m1893-1896,1,25,http://www.navweaps.com/Weapons/WNFR_65-45_m1893.php
165-ag-m1893-1896-single,165,165mm/45 Model 1893-1896 Single Turret,france,Armored Gunhouse,165-bg-m1893-1896,1,25,http://www.navweaps.com/Weapons/WNFR_65-45_m1893.php
165-ct-m1891,165,165mm/45 Model 1891,france,Coles Turret,165-bg-m1891,1,25,http://www.navweaps.com/Weapons/WNFR_65-45_m1893.php
165-c-m1891,165,165mm/45 Model 1891,france,Central Pivot (Casement),165-bg-m1891,1,25,http://www.navweaps.com/Weapons/WNFR_65-45_m1893.php
165-ct-m1887,165,165mm/45 Model 1887,france,Coles Turret,165-bg-m1887,1,,
165-c-m1887,165,165mm/45 Model 1887,france,Central Pivot (Casement),165-bg-m1887,1,,
165-piv-m1884,165,165mm/30 Model 1884,france,Pivot,165-bg-m1884,1,,https://en.wikipedia.org/wiki/Amiral_Baudin-class_ironclad#Armament_and_armor
165-c-m1884,165,165mm/30 Model 1884,france,Central Pivot (Casement),165-bg-m1884,1,,https://en.wikipedia.org/wiki/Amiral_Baudin-class_ironclad#Armament_and_armor
165-piv-m1881,165,165mm/28 Model 1881,france,Pivot,165-bg-m1881,1,,https://en.wikipedia.org/wiki/French_ironclad_Amiral_Duperr%C3%A9#Characteristics
165-piv-bg-m1858-60,165,165mm/ Model 1858-60,france,Pivot,165-bg-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
165-ccar-bg-m1858-60,165,165mm/ Model 1858-60,france,Carriage (Casement),165-bg-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
165-car-bg-m1858-60,165,165mm/ Model 1858-60,france,Carriage,165-bg-m1858-60,1,,https://en.wikipedia.org/wiki/Provence-class_ironclad#Armament_and_protection
161-car-32pdr-42cwt,161,"6.4""/15 32-pdr 42 cwt",britain,Carriage,161-ml-32pdr-42cwt,1,,https://en.wikipedia.org/wiki/32-pounder_gun#32-pounder_42_cwt_Medium_Gun_C_by_Monk
160-piv-rml-64pdr-71cwt,160,160mm/16.4 RML 64-pdr 71 cwt,britain,Pivot,160-ml-rml-64pdr-71cwt,1,,https://en.wikipedia.org/wiki/RML_64-pounder_71_cwt_gun
160-car-rml-64pdr-71cwt,160,160mm/16.4 RML 64-pdr 71 cwt,britain,Carriage,160-ml-rml-64pdr-71cwt,1,,https://en.wikipedia.org/wiki/RML_64-pounder_71_cwt_gun
160-piv-rml-64pdr-64cwt-marki,160,160mm/15.5 RML 64-pdr 64 cwt Mark I,britain,Pivot,160-ml-rml-64pdr-64cwt-marki,1,,https://en.wikipedia.org/wiki/RML_64-pounder_64_cwt_gun
155-ag-3rd-year,155,15.5cm/60 3rd Year Type,japan,Armored Gunhouse,155-bg-3rd-year,3,55,http://www.navweaps.com/Weapons/WNJAP_61-60_3ns.php
152-ag-dp,152,"6""/47DP Turret",usa,Armored Gunhouse,152-dp-mk16,2,78,http://www.navweaps.com/Weapons/WNUS_6-47DP_mk16.php#Mount_%2F_Turret_Data
152-c-vickers-markm-30,152,"6""/50 Vickers Mark M",japan,Central Pivot (Casement),152-bg-vickers-markm,1,30,http://www.navweaps.com/Weapons/WNJAP_6-50_t41.php
152-c-vickers-markm-20,152,"6""/50 Vickers Mark M",japan,Central Pivot (Casement),152-bg-vickers-markm,1,20,http://www.navweaps.com/Weapons/WNJAP_6-50_t41.php
152-piv-qfc-markiii,152,"6""/26 QFC Mark III/III",britain,Pivot,152-bg-qfc-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk6.php
152-gs-qfc-markiii,152,"6""/26 QFC Mark III/III",britain,Central Pivot (Gun Shield),152-bg-qfc-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk6.php
152-c-qfc-markiii,152,"6""/26 QFC Mark III/III",britain,Central Pivot (Casement),152-bg-qfc-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk6.php
152-piv-cpi,152,"6""/40 CPI",britain,Pivot,152-bg-qf-marki,1,15,http://www.navweaps.com/Weapons/WNBR_6-40_mk1.php
152-p-pii,152,"6""/40 PII",britain,Pedestal,152-bg-qf-marki,1,20,http://www.navweaps.com/Weapons/WNBR_6-40_mk1.php
152-gs-cpi,152,"6""/40 CPI",britain,Central Pivot (Gun Shield),152-bg-qf-marki,1,15,http://www.navweaps.com/Weapons/WNBR_6-40_mk1.php
152-c-cpi,152,"6""/40 CPI",britain,Central Pivot (Casement),152-bg-qf-marki,1,15,http://www.navweaps.com/Weapons/WNBR_6-40_mk1.php
152-ag-p1892,152,"6""/45 Pattern 1892 Twin Turret",russia,Armored Gunhouse,152-bg-p1892,2,20,http://www.navweaps.com/Weapons/WNRussian_6-45_m1892.php
152-c-p1892,152,"6""/45 Pattern 1892",russia,Central Pivot (Casement),152-bg-p1892,1,20,http://www.navweaps.com/Weapons/WNRussian_6-45_m1892.php
152-cp-mk10,152,"6""/50 Central-Pivot",usa,Central Pivot,152-bg-mk6,1,15,http://www.navweaps.com/Weapons/WNUS_6-50_mk8.php#Mount_%2F_Turret_Data
152-c-mk10,152,"6""/50 Casement",usa,Central Pivot (Casement),152-bg-mk6,1,15,http://www.navweaps.com/Weapons/WNUS_6-50_mk8.php#Mount_%2F_Turret_Data
152-ag-mk6,152,"6""/44 Mark 9",greece,Central Pivot (Casement),152-bg-mk6,1,20,
152-gs-mk5,152,"6""/50 Mark 5",britain,Central Pivot (Gun Shield),152-bg-mk5,1,20,http://www.navweaps.com/Weapons/WNUS_6-50_mk5.php#Mount%2FTurret_Data
152-gs-mk6-early,152,"6""/40 Mark 6",usa,Central Pivot (Gun Shield),152-bg-mk3-mod2-early,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-p-mk6,152,"6""/40 Mark 6",usa,Pedestal,152-bg-mk3-mod2,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-gs-mk6,152,"6""/40 Mark 6",usa,Central Pivot (Gun Shield),152-bg-mk3-mod2,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-bg-mk4-mod1-early,152,"6""/35 Mark 4 Mod 1",usa,Central Pivot,152-bg-mk3-mod1-early,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-bg-mk4-mod1,152,"6""/35 Mark 4 Mod 1",usa,Central Pivot,152-bg-mk3-mod1,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-piv-mk4-mod0-early,152,"6""/30 Mark 4 Mod 0",usa,Pivot,152-bg-mk3-mod0-early,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-gs-mk4-mod0-early,152,"6""/30 Mark 4 Mod 0",usa,Central Pivot (Gun Shield),152-bg-mk3-mod0-early,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-cp-mk4-mod0-early,152,"6""/30 Mark 4 Mod 0",usa,Central Pivot,152-bg-mk3-mod0-early,1,12,http://www.navweaps.com/Weapons/WNUS_6-30_mk1.php#Mount%2FTurret_Data
152-ag-tripple,152,"6""/47 Tripple Turret",usa,Armored Gunhouse,152-bg-mk16,3,40,http://www.navweaps.com/Weapons/WNUS_6-47_mk16.php#Mount_%2F_Turret_Data
152-ag-mk16,152,"6""/53 Twin Turret",usa,Armored Gunhouse,152-bg-mk12,2,30,http://www.navweaps.com/Weapons/WNUS_6-53_mk12.php#Mount%2FTurret_Data
152-p-mk17,152,"6""/53 Wet Mount",usa,Central Pivot,152-bg-mk12,1,25,http://www.navweaps.com/Weapons/WNUS_6-53_mk12.php#Mount%2FTurret_Data
152-p-mk13,152,"6""/53 Casement",usa,Pedestal,152-bg-mk12,1,20,http://www.navweaps.com/Weapons/WNUS_6-53_mk12.php#Mount%2FTurret_Data
152-c-mk13,152,"6""/53 Casement",usa,Central Pivot (Casement),152-bg-mk12,1,20,http://www.navweaps.com/Weapons/WNUS_6-53_mk12.php#Mount%2FTurret_Data
152-piv-ab-marki,152,"6""/26 AB Mark I",britain,Pivot,152-bg-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk1.php
152-p-ab-marki,152,"6""/26 AB Mark I",britain,Pedestal,152-bg-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk1.php
152-gs-ab-marki,152,"6""/26 AB Mark I",britain,Central Pivot (Gun Shield),152-bg-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk1.php
152-c-ab-marki,152,"6""/26 AB Mark I",britain,Central Pivot (Casement),152-bg-markiii,1,12,http://www.navweaps.com/Weapons/WNBR_6-26_mk1.php
152-ag-m1934,152,152mm/55 Model 1934,italy,Armored Gunhouse,152-bg-m1934,3,45,http://www.navweaps.com/Weapons/WNIT_6-55_m1936.php
152-ag-bb-m1936-dp-planned,152,152mm/55 Battleship Model 1936 DP (planned),france,Armored Gunhouse,152-bg-m1930-dp,3,90,http://www.navweaps.com/Weapons/WNFR_6-55_m1930.php
152-ag-bb-m1936-dp,152,152mm/55 Battleship Model 1936 DP,france,Armored Gunhouse,152-bg-m1930-dp,3,75,http://www.navweaps.com/Weapons/WNFR_6-55_m1930.php
152-c-m1911,152,152mm/45 Model 1911,italy,Central Pivot (Casement),152-bg-m1911,1,20,https://en.wikipedia.org/wiki/Cannone_da_152/45
152-c-41st-year-gg,152,"6""/45 41st Year Type",japan,Central Pivot (Casement),152-bg-elswick-gg,1,18,http://www.navweaps.com/Weapons/WNJAP_6-45_EOC.php
152-ag-markxviii,152,"6""/50 Mark XVIII",britain,Armored Gunhouse,152-bg-bl-markxxii,2,60,http://www.navweaps.com/Weapons/WNBR_6-50_mk22.php
152-c-pxii,152,"6""/45 PXII",britain,Central Pivot (Casement),152-bg-bl-markxvii,1,15,http://www.navweaps.com/Weapons/WNBR_6-50_mk17.php
152-c-px,152,"6""/50 PX",britain,Central Pivot (Casement),152-bg-bl-markxvi,1,15,http://www.navweaps.com/Weapons/WNBR_6-50_mk16.php
152-c-pxi,152,"6""/50 PXI",britain,Central Pivot (Casement),152-bg-bl-markxiii,1,13,http://www.navweaps.com/Weapons/WNBR_6-50_mk13.php
152-gs-pix,152,"6""/45 PIX",britain,Central Pivot (Gun Shield),152-bg-bl-markxii,1,14,http://www.navweaps.com/Weapons/WNBR_6-45_mk12.php
152-gs-cpxiii,152,"6""/45 CPXIII",britain,Central Pivot (Gun Shield),152-bg-bl-markxii,1,30,http://www.navweaps.com/Weapons/WNBR_6-45_mk12.php
152-c-pix,152,"6""/45 PIX",britain,Central Pivot (Casement),152-bg-bl-markxii,1,14,http://www.navweaps.com/Weapons/WNBR_6-45_mk12.php
152-gs-pv,152,"6""/50 PV",britain,Central Pivot (Gun Shield),152-bg-bl-markxi,1,20,http://www.navweaps.com/Weapons/WNBR_6-50_mk11.php#Mount%2FTurret_Data
152-c-pv,152,"6""/50 PV",britain,Central Pivot (Casement),152-bg-bl-markxi,1,20,http://www.navweaps.com/Weapons/WNBR_6-50_mk11.php#Mount%2FTurret_Data
152-ag-marki,152,"6""/45 Mark I",britain,Armored Gunhouse,152-bg-bl-markvii,2,15,http://www.navweaps.com/Weapons/WNBR_6-45_mk7.php#Mount%2FTurret_Data
152-gs-piii,152,"6""/45 PIII",britain,Central Pivot (Gun Shield),152-bg-bl-markvii,1,15,http://www.navweaps.com/Weapons/WNBR_6-45_mk7.php#Mount%2FTurret_Data
152-c-pviii,152,"6""/45 PVIII",britain,Central Pivot (Casement),152-bg-bl-markvii,1,14,http://www.navweaps.com/Weapons/WNBR_6-45_mk7.php#Mount%2FTurret_Data
152-c-piii,152,"6""/45 PIII",britain,Central Pivot (Casement),152-bg-bl-markvii,1,15,http://www.navweaps.com/Weapons/WNBR_6-45_mk7.php#Mount%2FTurret_Data
152-ag-mk-4,152,152mm/57 MK-4,russia,Armored Gunhouse,152-bg-b38-p1938-mk4,2,45,http://www.navweaps.com/Weapons/WNRussian_6-57_m1938.php
152-ag-mk-17,152,152mm/57 MK-17,russia,Armored Gunhouse,152-bg-b38-p1938,2,45,http://www.navweaps.com/Weapons/WNRussian_6-57_m1938.php
152-p-armstrong-z,152,"6""/40 Armstrong Z",japan,Pedestal Gun Shield,152-bg-armstrong-z,1,20,http://www.navweaps.com/Weapons/WNJAP_6-40_EOC.php
152-c-armstrong-z,152,"6""/40 Armstrong Z",japan,Central Pivot (Casement),152-bg-armstrong-z,1,20,http://www.navweaps.com/Weapons/WNJAP_6-40_EOC.php
152-c-a1918,152,152mm/50 Armstrong Model 1918,italy,Central Pivot (Casement),152-bg-a1918,1,,https://en.wikipedia.org/wiki/Francesco_Caracciolo-class_battleship
152-c-41st-year-30,152,15cm/50 41st Year Type,japan,Central Pivot (Casement),152-bg-41st-year,1,30,http://www.navweaps.com/Weapons/WNJAP_6-50_t41.php
152-c-41st-year-20,152,15cm/50 41st Year Type,japan,Central Pivot (Casement),152-bg-41st-year,1,20,http://www.navweaps.com/Weapons/WNJAP_6-50_t41.php
150-c-k10,150,15cm/50 L/50 K.10,ahn,Central Pivot (Casement),150-bg-k10,1,15,http://www.navweaps.com/Weapons/WNAust_59-50_Skoda.php
149-c-mpl-c13,149,15cm/42.5 MPL C/13,germany,Central Pivot (Casement),149-bg-sk-l45,1,19,http://www.navweaps.com/Weapons/WNGER_59-45_skc16.php
149-c-mpl-c06,149,15cm/42.5 MPL C/06,germany,Central Pivot (Casement),149-bg-sk-l45,1,20,http://www.navweaps.com/Weapons/WNGER_59-45_skc16.php
149-c-mpl-turret,149,15cm/37 MPL Turret,germany,Armored Gunhouse,149-bg-sk-l40,1,20,http://www.navweaps.com/Weapons/WNGER_59-40_skc96.php
149-c-mpl,149,15cm/37 MPL,germany,Central Pivot (Casement),149-bg-sk-l40,1,20,http://www.navweaps.com/Weapons/WNGER_59-40_skc96.php
149-c-sk-l35,149,15cm/33 SK L/35,ahn,Central Pivot (Casement),149-bg-sk-l35,1,,https://en.wikipedia.org/wiki/15_cm_SK_L/35
149-ag-drh-lc34,149,15cm/52 Drh L. C/34,germany,Armored Gunhouse,149-bg-sk-c28,2,40,http://www.navweaps.com/Weapons/WNGER_59-55_skc28.php
149-ag-mpl35,149,15cm/52 MPL/35,germany,Armored Gunhouse,149-bg-sk-c28,1,35,http://www.navweaps.com/Weapons/WNGER_59-55_skc28.php
149-ag-mpl28,149,15cm/52 MPL/28,germany,Armored Gunhouse,149-bg-sk-c28,1,35,http://www.navweaps.com/Weapons/WNGER_59-55_skc28.php
140-pi*,140,"5.5""/50 PI*",britain,Central Pivot,140-bg-bl-markI,1,25,http://www.navweaps.com/Weapons/WNBR_55-50_mk1.php
140-cpii,140,"5.5""/50 CPII",britain,Central Pivot,140-bg-bl-markI,1,30,http://www.navweaps.com/Weapons/WNBR_55-50_mk1.php
140-pgs-3rd-20,140,14cm/50 3rd Year Type,japan,Pedestal Gun Shield,140-bg-3rd-year-type,1,20,http://www.navweaps.com/Weapons/WNJAP_55-50_3ns.php
140-c-3rd-35,140,14cm/50 3rd Year Type,japan,Central Pivot (Casement),140-bg-3rd-year-type,1,35,http://www.navweaps.com/Weapons/WNJAP_55-50_3ns.php
140-c-3rd-25,140,14cm/50 3rd Year Type,japan,Central Pivot (Casement),140-bg-3rd-year-type,1,25,http://www.navweaps.com/Weapons/WNJAP_55-50_3ns.php
140-c-3rd-20,140,14cm/50 3rd Year Type,japan,Central Pivot (Casement),140-bg-3rd-year-type,1,20,http://www.navweaps.com/Weapons/WNJAP_55-50_3ns.php
139-ag-model-1887,139,139mm/45 Model 1887,france,Armored Gunhouse,139-bg-model-1888,2,25,http://www.navweaps.com/Weapons/WNFR_55-45_m1891.php
139-ct-model-1893,139,139mm/45 Model 1893,france,Coles Turret,139-bg-model-1888,1,25,http://www.navweaps.com/Weapons/WNFR_55-45_m1891.php
139-c-model-1891,139,139mm/45 Model 1891,france,Central Pivot (Casement),139-bg-model-1888,1,25,http://www.navweaps.com/Weapons/WNFR_55-45_m1891.php
139-ag-model-1893,139,139mm/45 Model 1893,france,Armored Gunhouse,139-bg-model-1888,1,25,http://www.navweaps.com/Weapons/WNFR_55-45_m1891.php
139-c-m1910,139,138.6mm/55 Model 1910,france,Central Pivot (Casement),139-bg-m1910,1,15,http://www.navweaps.com/Weapons/WNFR_55-55_m1910.php
139-piv-m1884,139,139mm/30 Model 1884,france,Pivot,139-bg-m1884,1,,https://en.wikipedia.org/wiki/French_ironclad_Hoche#Characteristics
139-piv-m1881,139,139mm/30 Model 1881,france,Pivot,139-bg-m1881,1,,https://en.wikipedia.org/wiki/French_ironclad_Hoche#Characteristics
139-piv-m1870,139,139mm/21 Model 1870,france,Pivot,139-bg-m1870,1,,https://en.wikipedia.org/wiki/French_ironclad_Amiral_Duperr%C3%A9#Characteristics
139-c-m1870,139,139mm/21 Model 1870,france,Pivot (Casement),139-bg-m1870,1,,https://en.wikipedia.org/wiki/French_ironclad_Amiral_Duperr%C3%A9#Characteristics
135-ag-m1937-tripple,135,135mm/45 Model 1937,italy,Armored Gunhouse,135-bg-m1937,3,,http://www.navweaps.com/Weapons/WNIT_53-45_m1938.php#Mount%2FTurret_Data
134-ag-rp10-marki*,134,"5.25""/50 RP10 Mark I*",britain,Armored Gunhouse,134-bg-qf-marki-van,2,70,http://www.navweaps.com/Weapons/WNBR_525-50_mk1.php
134-ag-marki,134,"5.25""/50 Mark I",britain,Armored Gunhouse,134-bg-qf-marki,2,70,http://www.navweaps.com/Weapons/WNBR_525-50_mk1.php
130-sm-bl-109a,130,130mm/58 BL-109A,russia,Stabalized Mount,130-bg-p1948,2,81,http://www.navweaps.com/Weapons/WNRussian_51-58_m1957.php
130-c-p1913,130,130mm/54 Pattern 1913,russia,Central Pivot (Casement),130-bg-p1913,1,20,http://www.navweaps.com/Weapons/WNRussian_51-55_m1913.php
130-ag-m1932-quad,130,130mm/45 Model 1932 Quad,france,Armored Gunhouse,130-bg-m1932,4,75,http://www.navweaps.com/Weapons/WNFR_51-45_m1932.php
130-ag-m1932-double,130,130mm/45 Model 1932 Double,france,Armored Gunhouse,130-bg-m1932,2,75,http://www.navweaps.com/Weapons/WNFR_51-45_m1932.php
127-cp-a1,127,12.7cm/40 A1,japan,Central Pivot,127-bg-type-89,2,90,http://www.navweaps.com/Weapons/WNJAP_5-40_t89.php
127-ag-a1-mod3,127,12.7cm/40 A1 Mod 3,japan,Armored Gunhouse,127-bg-type-89,2,90,http://www.navweaps.com/Weapons/WNJAP_5-40_t89.php
127-p-p18,127,"5""/51 P18",usa,Pedestal,127-bg-mk9,1,25,http://www.navweaps.com/Weapons/WNUS_5-51_mk7.php#Mount%2FTurret_Data
127-p-p15-c,127,"5""/51 P15",usa,Central Pivot (Casement),127-bg-mk7,1,20,http://www.navweaps.com/Weapons/WNUS_5-51_mk7.php#Mount%2FTurret_Data
127-p-p15,127,"5""/51 P15",usa,Pedestal,127-bg-mk7,1,20,http://www.navweaps.com/Weapons/WNUS_5-51_mk7.php#Mount%2FTurret_Data
127-gs-p15,127,"5""/51 P15",usa,Central Pivot (Gun Shield),127-bg-mk7,1,20,http://www.navweaps.com/Weapons/WNUS_5-51_mk7.php#Mount%2FTurret_Data
127-p-m9,127,"5""/50 Mark 9",usa,Pedestal,127-bg-mk5,1,15,http://www.navweaps.com/Weapons/WNUS_5-50_mk5.php#Mount%2FTurret_Data
127-c-m9,127,"5""/50 Mark 9",usa,Central Pivot (Casement),127-bg-mk5,1,15,http://www.navweaps.com/Weapons/WNUS_5-50_mk5.php#Mount%2FTurret_Data
127-piv-mk5,127,"5""/40 Mark 5",usa,Pivot,127-bg-mk2,1,15,http://www.navweaps.com/Weapons/WNUS_5-40_mk2.php
127-p-mk5,127,"5""/40 Mark 5",usa,Pedestal,127-bg-mk2,1,15,http://www.navweaps.com/Weapons/WNUS_5-40_mk2.php
127-gs-mk5,127,"5""/40 Mark 5",usa,Central Pivot (Gun Shield),127-bg-mk2,1,15,http://www.navweaps.com/Weapons/WNUS_5-40_mk2.php
127-ag-mk32,127,"5""/38 Mark 32",usa,Gunhouse,127-bg-mk12-hoist,2,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-ag-mk28,127,"5""/38 Mark 28",usa,Gunhouse,127-bg-mk12-hoist,2,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-ag-mk22,127,"5""/38 Mark 22",usa,Gunhouse,127-bg-mk12-hoist,2,35,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-ag-mk30-mod80,127,"5""/38 Mark 30 Mod 80",usa,Gunhouse,127-bg-mk12-hoist,1,27,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-ag-mk30,127,"5""/38 Mark 30",usa,Gunhouse,127-bg-mk12-hoist,1,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-ag-mk25,127,"5""/38 Mark 25",usa,Gunhouse,127-bg-mk12-hoist,1,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-p-mk24,127,"5""/38 Mark 24",usa,Central Pivot,127-bg-mk12,1,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-p-mk21,127,"5""/38 Mark 21",usa,Central Pivot,127-bg-mk12,1,85,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php#Mount%2FTurret_Data
127-p-mk40,127,"5""/25 Mark 40",usa,Central Pivot,127-bg-mk10,1,40,http://www.navweaps.com/Weapons/WNUS_5-25_mk10.php#Mount%2FTurret_Data
127-p-mk23,127,"5""/25 Mark 23",usa,Central Pivot,127-bg-mk10,1,85,http://www.navweaps.com/Weapons/WNUS_5-25_mk10.php#Mount%2FTurret_Data
127-p-mk19,127,"5""/25 Mark 19",usa,Central Pivot,127-bg-mk10,1,85,http://www.navweaps.com/Weapons/WNUS_5-25_mk10.php#Mount%2FTurret_Data
127-piv-mk1,127,"5""/31 Mark 1",usa,Pivot,127-bg-mk1,1,12,http://www.navweaps.com/Weapons/WNUS_5-31_mk1.php#Mount%2FTurret_Data
127-piv-vbi,127,"5""/25 VBI",britain,Pivot,127-bg-bl-marki,1,15,http://www.navweaps.com/Weapons/WNBR_5-25_mk1.php#Mount%2FTurret_Data
121-car-ml-12pdr,121,121mm/19 12-pdr,france,Carriage,121-ml-12pdr,1,,
120-ag-vickers-bl,120,120mm/50 Vickers BL Twin Turret,italy,Armored Gunhouse,120-bg-vickers-bl,2,15,https://en.wikipedia.org/wiki/Conte_di_Cavour-class_battleship#cite_note-c12-15
120-c-vickers-bl,120,120mm/50 Vickers BL,italy,Central Pivot (Casement),120-bg-vickers-bl,1,15,https://en.wikipedia.org/wiki/Conte_di_Cavour-class_battleship#cite_note-c12-15
120-p-type41,120,"4.7""/40 Type 41",japan,Pedestal,120-bg-type41,1,20,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-c-type41,120,"4.7""/40 Type 41",japan,Central Pivot (Casement),120-bg-type41,1,20,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-car-rbl-40pdr-35cwt,120,120mm/20 RBL 40-pdr 35 cwt,britain,Carriage,120-bg-rbl-40pdr-35cwt,1,,https://en.wikipedia.org/wiki/RBL_40-pounder_Armstrong_gun
120-cp-ha-markxii,120,"4.7""/40 HA Mark XII",britain,Central Pivot,120-bg-qf-markviii,1,90,http://www.navweaps.com/Weapons/WNBR_47-40_mk8.php
120-gs-bdi,120,"4.7""/40 BDI",britain,Central Pivot (Gun Shield),120-bg-qf-marki,1,15,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-cp-bdi,120,"4.7""/40 BDI",britain,Central Pivot,120-bg-qf-marki,1,15,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-c-p1905,120,120mm/50 Pattern 1905,russia,Central Pivot (Casement),120-bg-p1905,1,20,http://www.navweaps.com/Weapons/WNRussian_47-50_m1905.php
120-c-p1892,120,120mm/45 Canet Casement,russia,Central Pivot (Casement),120-bg-p1892,1,20,http://www.navweaps.com/Weapons/WNRussian_47-45_m1892.php
120-gs-mk3,120,"4.7""/50 Mark 3 (EOC AA)",britain,Central Pivot (Gun Shield),120-bg-mk3,1,20,http://www.navweaps.com/Weapons/WNUS_47-50_mk3.php#Mount%2FTurret_Data
120-ag-oto-m1933,120,120mm/50 OTO Model 1933,italy,Armored Gunhouse,120-bg-m1926,2,42,http://www.navweaps.com/Weapons/WNIT_47-50_m1926.php#Mount%2FTurret_Data
120-cp-m1891,120,120mm/40 Model 1891,italy,Central Pivot,120-bg-m1889,1,32,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-cp-m1889,120,120mm/40 Model 1889,italy,Central Pivot,120-bg-m1889,1,20,http://www.navweaps.com/Weapons/WNBR_47-40_mk1.php
120-car-m1870,120,120mm/25 Model 1870,france,Carriage,120-bg-m1870,1,,http://www.navypedia.org/ships/france/fr_bb_richelieu75.htm
120-gs-hontoria-m1883,120,120mm/35 Hontoria M1883,spain,Central Pivot (Gun Shield),120-bg-hontoria-m1883,1,,https://en.wikipedia.org/wiki/Gonzalez_Hontoria_de_12_cm_mod_1883
120-cp-elswick-cc,120,"4.7""/50 BL Elswick CC",brazil,Central Pivot,120-bg-elswick-cc,1,20,http://www.navweaps.com/Weapons/WNBZL_47-50_EOC.php
120-c-elswick-cc,120,"4.7""/50 BL Elswick CC",brazil,Central Pivot (Casement),120-bg-elswick-cc,1,20,http://www.navweaps.com/Weapons/WNBZL_47-50_EOC.php
120-p-10th-year-b,120,12cm/45 10th Year Type B,japan,Pedestal,120-bg-10th-year-type,1,75,http://www.navweaps.com/Weapons/WNJAP_47-45_10ns.php
