Namesake,NamingCategory_1,NamingCategory_2,NamingSource
"Thomas Robert Bugeaud, marquis de la Piconnerie, duc d'Isly",Individual,General,https://en.wikipedia.org/wiki/Thomas_Robert_Bugeaud
Tran Binh Trong,Individual,General,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_B%C3%ACnh_Tr%E1%BB%8Dng
Tran Nhat Duat,Individual,General,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Nh%E1%BA%ADt_Du%E1%BA%ADt
Tran Quang Khai,Individual,General,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Quang_Kh%E1%BA%A3i
Tran Quoc Toan,Individual,General,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Qu%E1%BB%91c_To%E1%BA%A3n
"William II of Wurttemberg, King of Wurttemberg",Individual,General,https://en.wikipedia.org/wiki/William_II_of_W%C3%BCrttemberg
Cowper Phipps Coles,Individual,Inventor,https://en.wikipedia.org/wiki/Cowper_Phipps_Coles
Denis Papin,Individual,Inventor,https://en.wikipedia.org/wiki/Denis_Papin
Glenn Curtiss,Individual,Inventor,https://en.wikipedia.org/wiki/Glenn_Curtiss
John Adolphus Bernard Dahlgren,Individual,Inventor,https://en.wikipedia.org/wiki/John_A._Dahlgren
John Ericsson,Individual,Inventor,https://en.wikipedia.org/wiki/John_Ericsson
Richard Jordan Gatling,Individual,Inventor,https://en.wikipedia.org/wiki/Richard_Jordan_Gatling
Robert Fulton,Individual,Inventor,https://en.wikipedia.org/wiki/Robert_Fulton
Samuel Pierpont Langley,Individual,Inventor,https://en.wikipedia.org/wiki/Samuel_Langley
Thomas Alva Edison,Individual,Inventor,https://en.wikipedia.org/wiki/Thomas_Edison
Wright brothers,Individual,Inventor,https://en.wikipedia.org/wiki/Wright_brothers
"Abdul Hamid II, Sultan of the Ottoman Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Abdul_Hamid_II
"Abdulaziz, Sultan of the Ottoman Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Abdulaziz
Agamemnon,Individual,Monarch,https://en.wikipedia.org/wiki/Agamemnon
"Albert Edward, King of the United Kingdom",Individual,Monarch,https://en.wikipedia.org/wiki/Edward_VII
"Albert Frederick Arthur George, King of the United Kingdom",Individual,Monarch,https://en.wikipedia.org/wiki/George_VI
"Alexandrina Victoria, Queen of the United Kingdom",Individual,Monarch,https://en.wikipedia.org/wiki/Queen_Victoria
"Alfred the Great, King of the Anglo-Saxons",Individual,Monarch,https://en.wikipedia.org/wiki/Alfred_the_Great
"Anne, Queen of Great Britain",Individual,Monarch,"https://en.wikipedia.org/wiki/Anne,_Queen_of_Great_Britain"
Boudica,Individual,Monarch,https://en.wikipedia.org/wiki/Boudica
Brennus,Individual,Monarch,https://en.wikipedia.org/wiki/Brennus_(leader_of_the_Senones)
Caradoc Vreichvras,Individual,Monarch,https://en.wikipedia.org/wiki/Caradoc
"Charlemagne, King of the Franks",Individual,Monarch,https://en.wikipedia.org/wiki/Charlemagne
"Charles Martel, Duke and Prince of the Franks",Individual,Monarch,https://en.wikipedia.org/wiki/Charles_Martel
"Charles VI, Holy Roman Emperor",Individual,Monarch,"https://en.wikipedia.org/wiki/Charles_VI,_Holy_Roman_Emperor"
Cleopatra VII Thea Philopator,Individual,Monarch,https://en.wikipedia.org/wiki/Cleopatra
"Constantine I of Greece, King of the Hellenes",Individual,Monarch,https://en.wikipedia.org/wiki/Constantine_I_of_Greece
Cordelia of Britain,Individual,Monarch,https://en.wikipedia.org/wiki/Cordelia_of_Britain
"Cuauhtemoc, Emperor of Tenochtitlan",Individual,Monarch,https://en.wikipedia.org/wiki/Cuauht%C3%A9moc
"Cuitlahuac, Emperor of Tenochtitlan",Individual,Monarch,https://en.wikipedia.org/wiki/Cuitl%C3%A1huac
Dido,Individual,Monarch,https://en.wikipedia.org/wiki/Dido
"Edgar, King of England",Individual,Monarch,"https://en.wikipedia.org/wiki/Edgar,_King_of_England"
"Elizabeth Tudor, Queen of England and Ireland",Individual,Monarch,https://en.wikipedia.org/wiki/Elizabeth_I
"Frederick Barbarossa, Holy Roman Emperor",Individual,Monarch,https://en.wikipedia.org/wiki/Frederick_Barbarossa
"Frederick III, German Emperor",Individual,Monarch,"https://en.wikipedia.org/wiki/Frederick_III,_German_Emperor"
"Frederick the Great, King of Prussia",Individual,Monarch,https://en.wikipedia.org/wiki/Frederick_the_Great
"Frederick William, Elector of Brandenburg",Individual,Monarch,"https://en.wikipedia.org/wiki/Frederick_William,_Elector_of_Brandenburg"
"George Frederick Ernest Albert, King of the United Kingdom",Individual,Monarch,https://en.wikipedia.org/wiki/George_V
Haakon VII,Individual,Monarch,https://en.wikipedia.org/wiki/Haakon_VII
"Henry IV, King of France",Individual,Monarch,https://en.wikipedia.org/wiki/Henry_IV_of_France
"Jalal-ud-Din Muhammad Akbar, Sultan of Hindustan",Individual,Monarch,https://en.wikipedia.org/wiki/Akbar
"Louis IX, King of France",Individual,Monarch,https://en.wikipedia.org/wiki/Louis_IX_of_France
"Mehmed V Resad, Sultan of the Ottoman Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Mehmed_V
"Nur al-Din Muhammad Salim, Emperor of the Mughal Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Jahangir
"Selim I, Sultan of the Ottoman Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Selim_I
"Wilhelm I, German Emperor",Individual,Monarch,https://en.wikipedia.org/wiki/Wilhelm_I
"Wilhelm II, German Emperor",Individual,Monarch,https://en.wikipedia.org/wiki/Wilhelm_II
"Zahir ud-Din Muhammad, Emperor of the Mughal Empire",Individual,Monarch,https://en.wikipedia.org/wiki/Babur
Abner Read,Individual,Naval Officer,https://en.wikipedia.org/wiki/Abner_Read
Albert Dillon Sturtevant,Individual,Naval Officer,https://en.wikipedia.org/wiki/Albert_D._Sturtevant
Albert Harold Rooks,Individual,Naval Officer,https://en.wikipedia.org/wiki/Albert_H._Rooks
Alexander James Dallas,Individual,Naval Officer,https://en.wikipedia.org/wiki/Alexander_J._Dallas_(United_States_Navy_officer)
Alexander Laws,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Laws#Alexander_Laws#Naming
Alexander McCormick Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_McCormick
Alexander Slidell MacKenzie,Individual,Naval Officer,https://en.wikipedia.org/wiki/Alexander_Slidell_MacKenzie
Andrea Bafile,Individual,Naval Officer,https://it.wikipedia.org/wiki/Andrea_Bafile
Andrew Boyd Cummings,Individual,Naval Officer,https://en.wikipedia.org/wiki/Andrew_Boyd_Cummings
Andrew Sterett,Individual,Naval Officer,https://en.wikipedia.org/wiki/Andrew_Sterett
Anthony A. Smalley,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Smalley#Namesake
Archibald H. Gillespie,Individual,Naval Officer,https://en.wikipedia.org/wiki/Archibald_H._Gillespie
Archibald Hamilton,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Hamilton_(DD-141)#Namesake
Aristide Aubert du Petit-Thouars,Individual,Naval Officer,https://en.wikipedia.org/wiki/Aristide_Aubert_du_Petit-Thouars
Arnold Marcus,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Marcus#Namesake
Arturo Prat,Individual,Naval Officer,https://en.wikipedia.org/wiki/Arturo_Prat
Augustus C. Ludlow,Individual,Naval Officer,https://en.wikipedia.org/wiki/Augustus_Ludlow
Bernhard von Tschirschky,Individual,Naval Officer,https://de.wikipedia.org/wiki/Bernhard_von_Tschirschky
Carlton Barmore Hutchins,Individual,Naval Officer,https://en.wikipedia.org/wiki/Carlton_B._Hutchins
Cassin Young,Individual,Naval Officer,https://en.wikipedia.org/wiki/Cassin_Young
Charles Ellwood Colahan,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Colahan#Namesake
Charles Emerson Hovey,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_Hovey_(naval_officer)
Charles Flint Putnam,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_F._Putnam
Charles Foster Wedderburn,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Wedderburn#Namesake
Charles H. Swasey,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_Swasey
Charles Hazeltine Hammann,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_Hammann
Charles Louis du Couedic de Kergoaler,Individual,Naval Officer,
Charles S. Kendrick,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Kendrick#Namesake
Charles Satterlee,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_Satterlee
Charles Vernon Gridley,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_Vernon_Gridley
Charles Williamson Flusser,Individual,Naval Officer,https://en.wikipedia.org/wiki/Charles_W._Flusser
Clarence Crase Thomas,Individual,Naval Officer,https://en.wikipedia.org/wiki/Clarence_Crase_Thomas
Clarence Frederick Leary,Individual,Naval Officer,https://en.wikipedia.org/wiki/Clarence_F._Leary
Daniel Todd Patterson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Daniel_Patterson_(naval_officer)
Daniel Turner,Individual,Naval Officer,https://en.wikipedia.org/wiki/Daniel_Turner_(naval_officer)
Daniel Waters,Individual,Naval Officer,https://en.wikipedia.org/wiki/Daniel_Waters_(minuteman)
David Bernard Loveman Noa,Individual,Naval Officer,https://en.wikipedia.org/wiki/Loveman_Noa
David McDermut,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_McDermut
David Ross,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Ross_(DD-563)#Namesake
Dulany Forrest,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Forrest#Namesake
Duncan Nathaniel Ingraham,Individual,Naval Officer,https://en.wikipedia.org/wiki/Duncan_Ingraham
Earle Wayne Freed Childs,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Childs#Namesake
Edward A. Terry,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_A._Terry
Edward Canfield Fuller,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_Fuller_(U.S._Marine_Corps_officer)
Edward Fitzgerald Beale,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_Fitzgerald_Beale
Edward J. Ballard,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_J._Ballard
Edward Lea,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_Lea
Edward Merritt Hughes,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Hughes#Namesake
Edward R. McCall,Individual,Naval Officer,https://en.wikipedia.org/wiki/Edward_McCall
Elias K. Owen,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Owen#Namesake
Elijah Hall,Individual,Naval Officer,https://en.wikipedia.org/wiki/Elijah_Hall_(naval_officer)
Elisha Kent Kane,Individual,Naval Officer,https://en.wikipedia.org/wiki/Elisha_Kent_Kane
Fitz Henry Babbitt,Individual,Naval Officer,https://en.wikipedia.org/wiki/Fitz_Babbitt
Frank Bruce,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Bruce#Namesake
Frank C. McCord,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_McCord
Frank Ragan King,Individual,Naval Officer,https://en.wikipedia.org/wiki/Frank_Ragan_King
Franklin Van Valkenburgh,Individual,Naval Officer,https://en.wikipedia.org/wiki/Franklin_Van_Valkenburgh
George A. Trever,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Trever
George Charrette,Individual,Naval Officer,https://en.wikipedia.org/wiki/George_Charrette
George Fountain Parrott,Individual,Naval Officer,https://en.wikipedia.org/wiki/George_Parrott
George Little,Individual,Naval Officer,https://en.wikipedia.org/wiki/George_Little_(naval_officer)
George Mifflin Bache Jr. ,Individual,Naval Officer,https://en.wikipedia.org/wiki/George_M._Bache
George Washington De Long,Individual,Naval Officer,https://en.wikipedia.org/wiki/George_W._De_Long
Godfrey de Courcelles Chevalier,Individual,Naval Officer,https://en.wikipedia.org/wiki/Godfrey_Chevalier
Gregory Caldwell Davison,Individual,Naval Officer,https://en.wikipedia.org/wiki/Gregory_C._Davison
Gustavus Fox,Individual,Naval Officer,https://en.wikipedia.org/wiki/Gustavus_Fox
Guy Francois Coetnempren de Kersaint,Individual,Naval Officer,https://en.wikipedia.org/wiki/Guy_Fran%C3%A7ois_Co%C3%ABtnempren_de_Kersaint
Henry A. Clemson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Henry_A._Clemson
Henry C. Nields,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Nields#Namesake
Henry Croskey Mustin,Individual,Naval Officer,https://en.wikipedia.org/wiki/Henry_C._Mustin_(1874%E2%80%931923)
Henry Laub,Individual,Naval Officer,https://en.wikipedia.org/wiki/Henry_Laub
Henry Lewis Hulbert,Individual,Naval Officer,https://en.wikipedia.org/wiki/Henry_L._Hulbert
Herve de Portzmoguer,Individual,Naval Officer,https://en.wikipedia.org/wiki/Herv%C3%A9_de_Portzmoguer
Heywood Lane Edwards,Individual,Naval Officer,https://en.wikipedia.org/wiki/Heywood_L._Edwards
Howard R. Healy,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Healy#Namesake
Hugh David Black,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Black#Namesake
Hugh Wilson McKee,Individual,Naval Officer,https://en.wikipedia.org/wiki/Hugh_McKee
Isaac Foote Dortch,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Dortch#Namesake
Isaiah Robinson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Isaiah_Robinson
Jacques Cassard,Individual,Naval Officer,https://en.wikipedia.org/wiki/Jacques_Cassard
James C. Jarvis,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_C._Jarvis
James Harmon Ward,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_H._Ward
James Jonas Madison,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_Jonas_Madison
James Lawrence,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_Lawrence
James M. Prichett,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Prichett#Namesake
James Mugford,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_Mugford
James R. Caldwell,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_R._Caldwell
James Shepard Thornton,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_Thornton_(naval_officer)
James Sigourney,Individual,Naval Officer,https://en.wikipedia.org/wiki/James_Sigourney
James Trathen,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Trathen
James W. Shirk,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Shirk#Namesake
Jeremiah O'Brien,Individual,Naval Officer,https://en.wikipedia.org/wiki/Jeremiah_O%27Brien
Jesse M. Roper,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Roper
John Baptiste Bernadou,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Bernadou
John C. England,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_C._England
John Cushing Aylwin,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Cushing_Aylwin
John D. Edwards,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_John_D._Edwards#Namesake
John Dandridge Henley,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_D._Henley
John Dorsey,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Dorsey#John_Dorsey
John Elliot Hart,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_E._Hart
John Foster Williams,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Foster_Williams
John Francis Burnes,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Francis_Burnes
John G. Cowell,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_G._Cowell
John Glendy Sproston,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_G._Sproston
John H. Stevenson,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Stevenson_(DD-645)
John Hatfield,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Hatfield_(United_States_Navy)
John Henry Aulick,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_H._Aulick
John Herbert Dent,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_H._Dent
John Joliffe Yarnall,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Yarnall
John Mayrant,Individual,Naval Officer,
John McLeod Murphy,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_McLeod_Murphy
John Paul Jones,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Paul_Jones
John Peck Rathbun,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Rathbun
John Percival,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Percival
John Pope,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Pope_(naval_officer)
John R. Monaghan,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_R._Monaghan
John Rowe,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Rowe#Namesake
John Shaw,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Shaw_(naval_officer)
John Stansbury,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Stansbury#Namesake
John T. Melvin,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Melvin_(naval_officer)
John Trippe,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Trippe
John Vincent Johnston,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_V._Johnston
John Young,Individual,Naval Officer,https://en.wikipedia.org/wiki/John_Young_(naval_officer)
Johnston Blakeley,Individual,Naval Officer,https://en.wikipedia.org/wiki/Johnston_Blakeley
Jonathan Haradan,Individual,Naval Officer,https://en.wikipedia.org/wiki/Jonathan_Haraden
"Jonathan Thorn",Individual,Naval Officer,https://en.wikipedia.org/wiki/Jonathan_Thorn
Joseph Berry Breck,Individual,Naval Officer,https://en.wikipedia.org/wiki/Joseph_Berry_Breck
Joseph Bryant Smith,Individual,Naval Officer,https://en.wikipedia.org/wiki/Joseph_B._Smith
"Joseph Cabell Breckinridge, Jr.",Individual,Naval Officer,https://en.wikipedia.org/wiki/Breckinridge_family#Prominent_members
Joseph Israel,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Israel
Joseph Saville Cony,Individual,Naval Officer,https://en.wikipedia.org/wiki/Joseph_S._Cony
Joseph Tarbell,Individual,Naval Officer,https://en.wikipedia.org/wiki/Joseph_Tarbell
Juan Pablo Villar,Individual,Naval Officer,
Kenneth MacLeish,Individual,Naval Officer,https://en.wikipedia.org/wiki/Kenneth_MacLeish
Kenneth Whiting,Individual,Naval Officer,https://en.wikipedia.org/wiki/Kenneth_Whiting
Kidder Randolph Breese,Individual,Naval Officer,https://en.wikipedia.org/wiki/Kidder_Breese
Lambert Wickes,Individual,Naval Officer,https://en.wikipedia.org/wiki/Lambert_Wickes
Lambros Katsonis,Individual,Naval Officer,https://en.wikipedia.org/wiki/Lambros_Katsonis
LeRoy Fitch,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Fitch#Namesake
Lewis Broughton Porterfield,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Porterfield#Namesake
Lewis Hancock Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Lewis_Hancock
Louis-Antoine-Cyprien Infernet,Individual,Naval Officer,https://en.wikipedia.org/wiki/Louis-Antoine-Cyprien_Infernet
Lyman Atkinson Cotten,Individual,Naval Officer,https://en.wikipedia.org/wiki/Lyman_A._Cotten
Matthew Fontaine Maury,Individual,Naval Officer,https://en.wikipedia.org/wiki/Matthew_Fontaine_Maury
Mervyn Sharp Bennion,Individual,Naval Officer,https://en.wikipedia.org/wiki/Mervyn_S._Bennion
Mons Monssen,Individual,Naval Officer,https://en.wikipedia.org/wiki/Mons_Monssen
Napoleon Bonaparte Harrison,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Harrison_(DD-573)#Namesake
Nathaniel Fanning,Individual,Naval Officer,https://en.wikipedia.org/wiki/Nathaniel_Fanning
Nicholas Biddle,Individual,Naval Officer,https://en.wikipedia.org/wiki/Nicholas_Biddle_(naval_officer)
Nicolas-Louis d'Assas,Individual,Naval Officer,https://en.wikipedia.org/wiki/Nicolas-Louis_d%27Assas
Otway Burns,Individual,Naval Officer,https://en.wikipedia.org/wiki/Otway_Burns
Percival Drayton,Individual,Naval Officer,https://en.wikipedia.org/wiki/Percival_Drayton
Philip Van Horne Lansdale,Individual,Naval Officer,https://en.wikipedia.org/wiki/Philip_Lansdale
Pollard Hopewell,Individual,Naval Officer,https://en.wikipedia.org/wiki/Pollard_Hopewell
Ralph DeLancey Izard,Individual,Naval Officer,https://en.wikipedia.org/wiki/Ralph_Izard_(naval_officer)
Ralph Hickox,Individual,Naval Officer,https://en.wikipedia.org/wiki/Ralph_Hickox
Raphael Semmes,Individual,Naval Officer,https://en.wikipedia.org/wiki/Raphael_Semmes
Reuben Chase,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Chase_(DD-323)#Namesake
Richard Caswell Saufley,Individual,Naval Officer,https://en.wikipedia.org/wiki/Richard_C._Saufley
Richard Delphy,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Delphy#Namesake
Richard McCall Elliot Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Elliot_(DD-146)#Namesake
Richard Somers,Individual,Naval Officer,https://en.wikipedia.org/wiki/Richard_Somers
Robert Henley,Individual,Naval Officer,https://en.wikipedia.org/wiki/Robert_Henley_(naval_officer)
Robert Means Thompson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Robert_Means_Thompson
Robert T. Spence,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Spence
Robert William Uhlmann,Individual,Naval Officer,https://en.wikipedia.org/wiki/Robert_William_Uhlmann
Roderick Sheldon McCook,Individual,Naval Officer,https://en.wikipedia.org/wiki/Roderick_S._McCook
Roscoe Carlyle Bulmer,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Bulmer#Namesake
Roswell Hawkes Lamson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Roswell_Lamson
Samuel Chester Reid,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_Chester_Reid
Samuel Chew,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Chew#Namesake
Samuel Dana Greene Sr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_Greene_(naval_officer)
Samuel Hambleton,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_Hambleton_(naval_officer)
Samuel Livermore,Individual,Naval Officer,
Samuel Nicholson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_Nicholson
Samuel Tucker,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_Tucker_(naval_officer)
Samuel William Preston,Individual,Naval Officer,https://en.wikipedia.org/wiki/Samuel_W._Preston
Selim E. Woodworth,Individual,Naval Officer,https://en.wikipedia.org/wiki/Selim_E._Woodworth
Seth Harding,Individual,Naval Officer,https://en.wikipedia.org/wiki/Seth_Harding
Sherwood Picking,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Picking#Namesake
Silas M. Duncan,Individual,Naval Officer,https://en.wikipedia.org/wiki/Silas_Duncan
Silas Talbot,Individual,Naval Officer,https://en.wikipedia.org/wiki/Silas_Talbot
Stanton Frederick Kalk,Individual,Naval Officer,https://en.wikipedia.org/wiki/Stanton_Frederick_Kalk
Stephen Cassin,Individual,Naval Officer,https://en.wikipedia.org/wiki/Stephen_Cassin
Stephen Champlin,Individual,Naval Officer,https://en.wikipedia.org/wiki/Stephen_Champlin
Tenant McLanahan,Individual,Naval Officer,https://en.wikipedia.org/wiki/Tenant_McLanahan
Theodore Gordon Ellyson,Individual,Naval Officer,https://en.wikipedia.org/wiki/Theodore_G._Ellyson
Thomas Boyle,Individual,Naval Officer,https://en.wikipedia.org/wiki/Thomas_Boyle
Thomas Claxton,Individual,Naval Officer,https://en.wikipedia.org/wiki/Thomas_Claxton
Thomas Holdup Stevens,Individual,Naval Officer,https://en.wikipedia.org/wiki/Thomas_Holdup_Stevens
Thomas Macdonough Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/Thomas_Macdonough
Thomas Shields,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Shields#Namesake
Thomas Worth Marshall Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Marshall#Namesake
Tomas Domingo de los Dolores Espora,Individual,Naval Officer,https://es.wikipedia.org/wiki/Tom%C3%A1s_Espora
Tunis Augustus Macdonough Craven,Individual,Naval Officer,https://en.wikipedia.org/wiki/Tunis_Craven
Walter Atlee Edwards,Individual,Naval Officer,https://en.wikipedia.org/wiki/Walter_Atlee_Edwards
Walter Elsworth Reno,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Reno_(DD-303)#Namesake
Weedon Edward Osborne,Individual,Naval Officer,https://en.wikipedia.org/wiki/Weedon_Osborne
Welborn Cicero Wood,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Welborn_C._Wood#Namesake
William Bainbridge Renshaw,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_B._Renshaw
William Barker Cushing,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_B._Cushing
William Gwin,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Gwin_(naval_officer)
William Halford,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Halford
William Henry Allen,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Henry_Allen
William J. Sharkey,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_J._Sharkey_(US_Navy_officer)
William L. Howorth,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Howorth#Namesake
William Levereth Hudson,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_L._Hudson
William Lewis Herndon,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Lewis_Herndon
William Merrill Corry Jr.,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_M._Corry_Jr.
William Montgomery Crane,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_M._Crane
William Price Williamson,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Price_Williamson
William R. Hoel,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_R._Hoel
William Sharp Bush,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Sharp_Bush
William W. Edwards,Individual,Naval Officer,https://en.wikipedia.org/wiki/USS_Edwards_(DD-265)
William W. Kennison,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Kennison
William Ward Burrows II,Individual,Naval Officer,https://en.wikipedia.org/wiki/William_Ward_Burrows_II
Worth Bagley,Individual,Naval Officer,https://en.wikipedia.org/wiki/Worth_Bagley
"Abel Parker Upshur, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Abel_P._Upshur
"Adolph Edward Borie, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Adolph_E._Borie
"Antonio Valdes y Fernandez Bazan, Secretary of State for Navy",Individual,Official,https://en.wikipedia.org/wiki/Antonio_Vald%C3%A9s_y_Fern%C3%A1ndez_Baz%C3%A1n
"Benjamin Franklin Tracy, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Benjamin_F._Tracy
"Benjamin Stoddert, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Benjamin_Stoddert
"Benjamin Williams Crowninshield, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Benjamin_Williams_Crowninshield
"Claude Augustus Swanson, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Claude_A._Swanson
