Namesake,NamingCategory_1,NamingCategory_2,NamingSource
"David Henshaw, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/David_Henshaw_(American_politician)
"Esek Hopkins, Commander in Chief of the Continental Navy",Individual,Official,https://en.wikipedia.org/wiki/Esek_Hopkins
"George Bancroft, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/George_Bancroft
"George Edmund Badger, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/George_Edmund_Badger
"George von Lengerke Meyer, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/George_von_Lengerke_Meyer
Georges Leygues,Individual,Official,https://en.wikipedia.org/wiki/Georges_Leygues
"Gideon Welles, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Gideon_Welles
"Gustavus Vasa Fox, Assistant Secretary of the Union Navy",Individual,Official,https://en.wikipedia.org/wiki/Gustavus_Fox
"Hilary Abner Herbert, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Hilary_A._Herbert
"Hugh McCulloch, Secretary of the Treasury",Individual,Official,https://en.wikipedia.org/wiki/Hugh_McCulloch
"Isaac Toucey, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Isaac_Toucey
"James Forrestal, Secretary of Defense",Individual,Official,https://en.wikipedia.org/wiki/James_Forrestal
"James Kirke Paulding, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/James_Kirke_Paulding
"Jean Baptiste Colbert, Marquis of Seignelay",Individual,Official,"https://en.wikipedia.org/wiki/Jean_Baptiste_Colbert,_Marquis_of_Seignelay"
Jean-Baptiste Colbert,Individual,Official,https://en.wikipedia.org/wiki/Jean-Baptiste_Colbert
"John Branch Jr., Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/John_Branch
"John Davis Long, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/John_Davis_Long
"John Pendleton Kennedy, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/John_P._Kennedy
"John Young Mason, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/John_Y._Mason
"Jose Ferrandiz y Nino, Minister of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Jos%C3%A9_Ferr%C3%A1ndiz_y_Ni%C3%B1o
"Jose Ignacio Zenteno, Secretary of War and Navy",Individual,Official,https://en.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Zenteno
Joseph Francois Dupleix,Individual,Official,https://en.wikipedia.org/wiki/Governor-general
"Josephus Daniels, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Josephus_Daniels
Jules Ferry,Individual,Official,https://en.wikipedia.org/wiki/Jules_Ferry
"Justin Napoléon Samuel Prosper de Chasseloup-Laubat, 4th Marquis of Chasseloup-Laubat",Individual,Official,https://en.wikipedia.org/wiki/Prosper_de_Chasseloup-Laubat
Leon Gambetta,Individual,Official,https://en.wikipedia.org/wiki/L%C3%A9on_Gambetta
"Levi Woodbury, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Levi_Woodbury
"Mahlon Dickerson, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/USS_Dickerson
"Maximilien de Bethune, Duke of Sully",Individual,Official,"https://en.wikipedia.org/wiki/Maximilien_de_B%C3%A9thune,_Duke_of_Sully"
"Nathan Goff Jr., Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Nathan_Goff_Jr.
"Paul Hamilton, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Paul_Hamilton_(politician)
Pierre Waldeck-Rousseau,Individual,Official,https://en.wikipedia.org/wiki/Pierre_Waldeck-Rousseau
"Richard Wigginton Thompson, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Richard_W._Thompson
"Robert Smith, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Robert_Smith_(Maryland_politician)
"Samuel Dexter, Secretary of the Treasury",Individual,Official,https://en.wikipedia.org/wiki/Samuel_Dexter
"Samuel Lewis Southard, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Samuel_L._Southard
"Segundo Rosa Storni, Minister of Foreign Affairs",Individual,Official,https://en.wikipedia.org/wiki/Segundo_Storni
"Smith Thompson, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Smith_Thompson
"Thomas S. Gates Jr., Secretary of Defense",Individual,Official,https://en.wikipedia.org/wiki/Thomas_S._Gates_Jr.
"Thomas Walker Gilmer, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/Thomas_Walker_Gilmer
"Walter Q. Gresham, Secretary of the Treasury",Individual,Official,https://en.wikipedia.org/wiki/Walter_Q._Gresham
"William Alexander Graham, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_Alexander_Graham
"William Ballard Preston, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_B._Preston
"William Eaton Chandler, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_E._Chandler
"William Henry Hunt, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_H._Hunt
"William Henry Moody, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_Henry_Moody
"William Jones, Secretary of the Navy",Individual,Official,https://en.wikipedia.org/wiki/William_Jones_(statesman)
"Zenon de Somodevilla, 1st Marquess of Ensenada",Individual,Official,"https://en.wikipedia.org/wiki/Zen%C3%B3n_de_Somodevilla,_1st_Marquess_of_Ensenada"
Denis Diderot,Individual,Philosopher,https://en.wikipedia.org/wiki/Denis_Diderot
Ernest Renan,Individual,Philosopher,https://en.wikipedia.org/wiki/Ernest_Renan
Francois-Marie Arouet,Individual,Philosopher,https://en.wikipedia.org/wiki/Voltaire
Jules Michelet,Individual,Philosopher,https://en.wikipedia.org/wiki/Jules_Michelet
"Marie Jean Antoine Nicolas de Caritat, Marquis of Condorcet",Individual,Philosopher,https://en.wikipedia.org/wiki/Marquis_de_Condorcet
Clarence K. Bronson,Individual,Pilot,https://en.wikipedia.org/wiki/USS_Clarence_K._Bronson
Floyd Bennett,Individual,Pilot,https://en.wikipedia.org/wiki/Floyd_Bennett
Gunther Pluschow,Individual,Pilot,https://en.wikipedia.org/wiki/Gunther_Pl%C3%BCschow
Hans Albrecht Wedel,Individual,Pilot,https://de.wikipedia.org/wiki/Hans_Albrecht_Wedel
Hans Rolshoven,Individual,Pilot,https://de.wikipedia.org/wiki/Hans_Rolshoven
Hermann Kohl,Individual,Pilot,https://en.wikipedia.org/wiki/Hermann_K%C3%B6hl
Jose Abelardo Quinones Gonzales,Individual,Pilot,https://en.wikipedia.org/wiki/Jos%C3%A9_Qui%C3%B1ones_Gonzales
Karl Meyer,Individual,Pilot,https://en.wikipedia.org/wiki/Karl_Meyer_(aviator)
Manfred von Richthofen,Individual,Pilot,https://en.wikipedia.org/wiki/Manfred_von_Richthofen
Max Immelmann,Individual,Pilot,https://en.wikipedia.org/wiki/Max_Immelmann
Max Stinsky,Individual,Pilot,
Oswald Boelcke,Individual,Pilot,https://en.wikipedia.org/wiki/Oswald_Boelcke
Oswald Boelcke,Individual,Pilot,https://en.wikipedia.org/wiki/Oswald_Boelcke
Patrick Henry Hart,Individual,Pilot,https://en.wikipedia.org/wiki/USS_Hart_(DD-594)#Namesake
Paul Teste,Individual,Pilot,https://en.wikipedia.org/wiki/Paul_Teste
Stephen Potter,Individual,Pilot,https://en.wikipedia.org/wiki/USS_Stephen_Potter#Namesake
William Devotie Billingsley,Individual,Pilot,https://en.wikipedia.org/wiki/USS_Billingsley#Namesake
Zachary Lansdowne,Individual,Pilot,https://en.wikipedia.org/wiki/Zachary_Lansdowne
Heinrich Frauenlob,Individual,Poet,https://en.wikipedia.org/wiki/Heinrich_Frauenlob
Sappho,Individual,Poet,https://en.wikipedia.org/wiki/Sappho
Gamaliel Bradford,Individual,Privateer,https://en.wikipedia.org/wiki/Gamaliel_Bradford_(privateersman)
Gustavus Conyngham,Individual,Privateer,https://en.wikipedia.org/wiki/Gustavus_Conyngham
John Frankford,Individual,Privateer,https://en.wikipedia.org/wiki/USS_Frankford
John Ordronaux,Individual,Privateer,https://en.wikipedia.org/wiki/John_Ordronaux_(privateer)
John Watts,Individual,Privateer,https://en.wikipedia.org/wiki/USS_Watts
Joshua Hailey,Individual,Privateer,https://en.wikipedia.org/wiki/USS_Hailey#Namesake
Nicolas Hugon des Demaines,Individual,Privateer,https://www.academia.edu/28508618/At_Granville_the_Hugon_The_Story_of_a_Corsair_Family_of_Normandy
Robert Surcouf,Individual,Privateer,https://en.wikipedia.org/wiki/Robert_Surcouf
Thomas Haggard,Individual,Privateer,https://en.wikipedia.org/wiki/USS_Haggard
Andres Bonifacio,Individual,Revolutionary,https://en.wikipedia.org/wiki/Andr%C3%A9s_Bonifacio
Benjamin Franklin,Individual,Revolutionary,https://en.wikipedia.org/wiki/Benjamin_Franklin
Diego Silang,Individual,Revolutionary,https://en.wikipedia.org/wiki/Diego_Silang
Edgar Quinet,Individual,Revolutionary,https://en.wikipedia.org/wiki/Edgar_Quinet
Francisco Dagohoy,Individual,Revolutionary,https://en.wikipedia.org/wiki/Francisco_Dagohoy
Georges Jacques Danton,Individual,Revolutionary,https://en.wikipedia.org/wiki/Georges_Danton
"Honoré Gabriel Riqueti, Count of Mirabeau",Individual,Revolutionary,"https://en.wikipedia.org/wiki/Honor%C3%A9_Gabriel_Riqueti,_comte_de_Mirabeau"
John Hancock,Individual,Revolutionary,https://en.wikipedia.org/wiki/John_Hancock
Jose Protasio Rizal Mercado y Alonso Realonda,Individual,Revolutionary,https://en.wikipedia.org/wiki/Jos%C3%A9_Rizal
Lazare Carnot,Individual,Revolutionary,https://en.wikipedia.org/wiki/Lazare_Carnot
Owain Glyndwr,Individual,Revolutionary,https://en.wikipedia.org/wiki/Owain_Glynd%C5%B5r
Peyton Randolph,Individual,Revolutionary,https://en.wikipedia.org/wiki/Peyton_Randolph
Pierre Victurnien Vergniaud,Individual,Revolutionary,https://en.wikipedia.org/wiki/Pierre_Victurnien_Vergniaud
"Albert, King of Saxony",Individual,Royal,"https://en.wikipedia.org/wiki/Albert,_King_of_Saxony"
"Alfred Ernest Albert, Duke of Edinburgh",Individual,Royal,"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
"Edward of Woodstock, Prince of Wales",Individual,Royal,https://en.wikipedia.org/wiki/Edward_the_Black_Prince
"Louise Victoria Alexandra Dagmar, Princess Royal",Individual,Royal,"https://en.wikipedia.org/wiki/Louise,_Princess_Royal"
"Luitpold, Prince Regent of Bavaria",Individual,Royal,"https://en.wikipedia.org/wiki/Luitpold,_Prince_Regent_of_Bavaria"
Prince Adalbert of Prussia,Individual,Royal,https://en.wikipedia.org/wiki/Prince_Adalbert_of_Prussia_(1811%E2%80%931873)
Prince Eitel Friedrich of Prussia,Individual,Royal,https://en.wikipedia.org/wiki/Prince_Eitel_Friedrich_of_Prussia
Prince Friedrich Karl of Prussia,Individual,Royal,https://en.wikipedia.org/wiki/Prince_Friedrich_Karl_of_Prussia_(1828%E2%80%931885)
Prince Henry of Prussia,Individual,Royal,https://en.wikipedia.org/wiki/Prince_Henry_of_Prussia_(1862%E2%80%931929)
Princess Irene of Hesse and by Rhine,Individual,Royal,https://en.wikipedia.org/wiki/Princess_Irene_of_Hesse_and_by_Rhine
Princess Victoria Louise of Prussia,Individual,Royal,https://en.wikipedia.org/wiki/Princess_Victoria_Louise_of_Prussia
"Wilhelm, German Crown Prince",Individual,Royal,"https://en.wikipedia.org/wiki/Wilhelm,_German_Crown_Prince"
Bartlett Laffey,Individual,Sailor,https://en.wikipedia.org/wiki/Bartlett_Laffey
Charles H. Baldwin,Individual,Sailor,https://en.wikipedia.org/wiki/Charles_H._Baldwin_(Medal_of_Honor)
Charles Lawrence Ausburne,Individual,Sailor,https://en.wikipedia.org/wiki/Charles_Ausburne
Charles W. Howard,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Howard_(DD-179)#Namesake
Charles Wilson,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Wilson#Namesake
Daniel Frazier,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Frazier#Namesake
Daniel Hogan,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Hogan
Doris Miller,Individual,Sailor,https://en.wikipedia.org/wiki/Doris_Miller
Edward Killen,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Killen
George Brown,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Brown_(DD-546)
George Henry Ellis,Individual,Sailor,https://en.wikipedia.org/wiki/George_Henry_Ellis
James Buck,Individual,Sailor,https://en.wikipedia.org/wiki/James_Buck_(Medal_of_Honor)
James H. Hobby,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Hobby#Namesake
James Metcalf,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Metcalf#Namesake
James Miller,Individual,Sailor,https://en.wikipedia.org/wiki/James_Miller_(Medal_of_Honor)
James Stoddard,Individual,Sailor,https://en.wikipedia.org/wiki/James_Stoddard_(Medal_of_Honor)
John C. McFarland,Individual,Sailor,https://en.wikipedia.org/wiki/John_McFarland_(Medal_of_Honor)
John Gordon Morrison,Individual,Sailor,https://en.wikipedia.org/wiki/John_G._Morrison
John James Doran,Individual,Sailor,https://en.wikipedia.org/wiki/John_James_Doran
John Lang,Individual,Sailor,https://en.wikipedia.org/wiki/John_Lang_(sailor)
Joseph Boyd,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Boyd#Namesake
Norman Eckley Edsall,Individual,Sailor,https://en.wikipedia.org/wiki/Norman_Edsall
Osmond Kelly Ingram,Individual,Sailor,https://en.wikipedia.org/wiki/Osmond_Ingram
Reuben James,Individual,Sailor,https://en.wikipedia.org/wiki/Reuben_James
Richard Doyle,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Doyle_(DMS-34)#Namesake
Samuel Endicott,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Endicott
William Conway,Individual,Sailor,https://en.wikipedia.org/wiki/William_Conway_(United_States_Navy)
William Joseph Franks,Individual,Sailor,https://en.wikipedia.org/wiki/William_Joseph_Franks
William Wiley,Individual,Sailor,https://en.wikipedia.org/wiki/USS_Wiley#Namesake
Flavia Julia Helena,Individual,Saint,"https://en.wikipedia.org/wiki/Helena,_mother_of_Constantine_I"
Saint Bonaventure,Individual,Saint,https://en.wikipedia.org/wiki/Bonaventure
Saint George,Individual,Saint,https://en.wikipedia.org/wiki/Saint_George
Antoine Lavoisier,Individual,Scientist,https://en.wikipedia.org/wiki/Antoine_Lavoisier
Blaise Pascal,Individual,Scientist,https://en.wikipedia.org/wiki/Blaise_Pascal
Charles-Francois Beautemps-Beaupre,Individual,Scientist,https://en.wikipedia.org/wiki/Charles-Fran%C3%A7ois_Beautemps-Beaupr%C3%A9
Galileo di Vincenzo Bonaiuti de' Galilei,Individual,Scientist,https://en.wikipedia.org/wiki/Galileo_Galilei
Jorge Juan y Santacilia,Individual,Scientist,https://en.wikipedia.org/wiki/Jorge_Juan_y_Santacilia
Joseph Jerome Lefrancois de Lalande,Individual,Scientist,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Lalande
Josiah Willard Gibbs,Individual,Scientist,https://en.wikipedia.org/wiki/Josiah_Willard_Gibbs
Rene Descartes,Individual,Scientist,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes
Fred William Stockham,Individual,Soldier,https://en.wikipedia.org/wiki/Fred_W._Stockham
George Hampton Yarborough Jr.,Individual,Soldier,https://en.wikipedia.org/wiki/USS_Yarborough#Namesake
Goliath,Individual,Soldier,https://en.wikipedia.org/wiki/Goliath
Henry Wasmuth,Individual,Soldier,https://en.wikipedia.org/wiki/USS_Wasmuth#Namesake
Joan of Arc,Individual,Soldier,https://en.wikipedia.org/wiki/Joan_of_Arc
John Henry Pruitt,Individual,Soldier,https://en.wikipedia.org/wiki/John_H._Pruitt
John Henry Quick,Individual,Soldier,https://en.wikipedia.org/wiki/John_H._Quick
John R. Litchfield,Individual,Soldier,https://en.wikipedia.org/wiki/USS_Litchfield#Namesake
Jonathan Meredith,Individual,Soldier,https://en.wikipedia.org/wiki/Jonathan_Meredith
Pheidippides,Individual,Soldier,https://en.wikipedia.org/wiki/Pheidippides
Solomon Wren,Individual,Soldier,https://en.wikipedia.org/wiki/USS_Wren#Namesake
William Anthony,Individual,Soldier,https://en.wikipedia.org/wiki/William_Anthony_(USMC)
Lightning,Meteorological,Phenomenon,https://en.wiktionary.org/wiki/lightning
Rainbow,Meteorological,Phenomenon,
Simoom,Meteorological,Phenomenon,https://en.wikipedia.org/wiki/Simoom
Storm,Meteorological,Phenomenon,
Wind,Meteorological,Phenomenon,https://en.wikipedia.org/wiki/Wind
Basilisk,Mythological,Creature,https://en.wikipedia.org/wiki/Basilisk
Centaur,Mythological,Creature,https://en.wikipedia.org/wiki/Centaur
Charybdis,Mythological,Creature,https://en.wikipedia.org/wiki/Charybdis
Dragon,Mythological,Creature,https://en.wikipedia.org/wiki/Dragon
Fenghuang,Mythological,Creature,https://en.wikipedia.org/wiki/Fenghuang
Griffin,Mythological,Creature,https://en.wikipedia.org/wiki/Griffin
Leviathan,Mythological,Creature,https://en.wikipedia.org/wiki/Leviathan
Minotaur,Mythological,Creature,https://en.wikipedia.org/wiki/Minotaur
Pegasus,Mythological,Creature,https://en.wikipedia.org/wiki/Pegasus
Phoenix,Mythological,Creature,https://en.wikipedia.org/wiki/Phoenix_(mythology)
Prancing Dragon,Mythological,Creature,https://en.wikipedia.org/wiki/Japanese_aircraft_carrier_Ry%C5%ABj%C5%8D
Scylla,Mythological,Creature,https://en.wikipedia.org/wiki/Scylla
Unicorn,Mythological,Creature,https://en.wikipedia.org/wiki/Unicorn
Aeolus,Mythological,God,https://en.wikipedia.org/wiki/Aeolus_(son_of_Hippotes)
Amphitrite,Mythological,God,https://en.wikipedia.org/wiki/Amphitrite
Apollo,Mythological,God,https://en.wikipedia.org/wiki/Apollo
Astraea,Mythological,God,https://en.wikipedia.org/wiki/Astraea
Athena,Mythological,God,https://en.wikipedia.org/wiki/Athena
Aurora,Mythological,God,https://en.wikipedia.org/wiki/Aurora_(mythology)
Bellona,Mythological,God,https://en.wikipedia.org/wiki/Bellona_(goddess)
Calliope,Mythological,God,https://en.wikipedia.org/wiki/Calliope
Ceres,Mythological,God,https://en.wikipedia.org/wiki/Ceres_(mythology)
Clio,Mythological,God,https://en.wikipedia.org/wiki/Clio
Comus,Mythological,God,https://en.wikipedia.org/wiki/Comus
Diana,Mythological,God,https://en.wikipedia.org/wiki/Diana_(mythology)
Erebus,Mythological,God,https://en.wikipedia.org/wiki/Erebus
Flora,Mythological,God,https://en.wikipedia.org/wiki/Flora_(mythology)
Freyja,Mythological,God,https://en.wikipedia.org/wiki/Freyja
Gefjon,Mythological,God,https://en.wikipedia.org/wiki/Gefjon
Hephaestus,Mythological,God,https://en.wikipedia.org/wiki/Hephaestus
Hermes,Mythological,God,https://en.wikipedia.org/wiki/Hermes
Iris,Mythological,God,https://en.wikipedia.org/wiki/Iris_(mythology)
Isis,Mythological,God,https://en.wikipedia.org/wiki/Isis
Juno,Mythological,God,https://en.wikipedia.org/wiki/Juno_(mythology)
Leto,Mythological,God,https://en.wikipedia.org/wiki/Leto
Mars,Mythological,God,https://en.wikipedia.org/wiki/Mars_(mythology)
