ClassID,ClassName,SubClassName,Nation,Type,SubType,Existance,ClassLaidDown,StandardDisplacement,FullDisplacement,Length,Breadth,Draught,Engines,ShaftHorsePower,SubmergedShipHorsePower,Fuel,Speed,CruiseSpeed,SubmergedSpeed,SubmergedCruiseSpeed,Range,SubmergedRange,DivingDepth,MainGun,MainBroadside,MainGunTotal,SecondaryGun,SecondaryBroadside,SecondaryGunTotal,MainTorpedoLauncher,MainTorpedoLauncherType,MainTorpedoTubeMax,MainTorpedoTubeTotal,MainTorpedoCount,SecondaryTorpedoLauncher,SecondaryTorpedoLauncherType,SecondaryTorpedoTubeMax,SecondaryTorpedoTubeTotal,SecondaryTorpedoCount,ArmorBeltMat,ArmorBelt,ArmorBeltAngle,ArmorDeck,FlightDeckArea,HangarArea,Catapults,HasSkiJump,Compliment,Source
cl-diecisiete-de-octubre,Brooklyn Class,Diecisiete de Octubre Class,argentina,Cruiser,Light Cruiser,Bought,1951-12-05,10800,13645,182.9,21,7.3,Geared Turbine,100000,0,Oil,30,15,0,0,7600,0,0,152/47 Mk 16,15,15,127/25 Mk 10,4,8,,,0,0,0,,,0,0,0,Krupp Cemented,127,0,0,,,,FALSE,868,http://www.navypedia.org/ships/argentina/arg_cr_17_de_octubre.htm
tg-espora,Espora Class (1889),Espora Class (1889),argentina,Escort,Torpedo Gunboat,Built,1889-01-01,520,580,61,7.62,2.51,3C-EE,3420,0,Coal,19.4,,0,0,,0,0,76/46 Maxim-Nordenfelt,2,2,63/42 Nordenfelt,1,1,450mm,Mount,2,4,4,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,47,http://www.navypedia.org/ships/argentina/arg_dd_espora.htm
tg-patria,Patria Class,Patria Class,argentina,Escort,Torpedo Gunboat,Built,1893-01-01,1029,1200,76.2,9.6,2.95,3C-EE,5000,0,Coal,20.5,,0,0,,0,0,120/40 QF Mark I,2,2,63/42 Nordenfelt,2,4,450mm,Mount,2,4,4,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,100,http://www.navypedia.org/ships/argentina/arg_dd_patria.htm
dd-corrientes,Corrientes Class,Corrientes Class,argentina,Escort,Destroyer,Built,1895-01-01,240,340,57.9,5.94,2.23,3C-EE,4200,0,Coal,27,15,0,0,900,0,0,76/46 Maxim-Nordenfelt,1,1,57/42 Nordenfelt,2,3,450mm,Mount,2,2,2,450mm,Fixed,1,1,1,Steel,20,0,0,,,,FALSE,54,http://www.navypedia.org/ships/argentina/arg_dd_corrientes.htm
dd-catamarca,Catamarca Class,Catamarca Class,argentina,Escort,Destroyer,Built,1910-01-01,995,1357,87.4,8.25,2.6,Turbine,25765,0,Coal+Oil,27,15,0,0,3000,0,0,102/50 Armstrong P,4,4,,0,0,533mm,Mount,2,4,4,,,0,0,0,,0,0,0,,,,FALSE,150,http://www.navypedia.org/ships/argentina/arg_dd_catamarca.htm
dd-la-plata,La Plata Class,La Plata Class,argentina,Escort,Destroyer,Built,1910-01-01,875,1368,90,9,2.8,Turbine,28000,0,Coal+Oil,35,15,0,0,3000,0,0,102/50 Armstrong P,4,4,,0,0,533mm,Mount,2,4,4,,,0,0,0,,0,0,0,,,,FALSE,150,http://www.navypedia.org/ships/argentina/arg_dd_la_plata.htm
dd-san-luis,San Luis Class,San Luis Class,argentina,Escort,Destroyer,Built,1910-03-01,980,1175,86.9,8.45,2.6,Turbine,22000,0,Coal+Oil,32,10,0,0,3000,0,0,102/50 Armstrong P,4,4,,0,0,533mm,Mount,2,4,8,,,0,0,0,,0,0,0,,,,FALSE,110,http://www.navypedia.org/ships/argentina/arg_dd_san_luis.htm
dd-mendoza-1914,Mendoza Class (1914),Mendoza Class (1914),argentina,Escort,Destroyer,Built,1910-06-01,930,1250,86.3,8.75,3.1,Turbine,18000,0,Coal+Oil,32,10,0,0,1850,0,0,102/50 Bethlehem,4,4,,0,0,533mm,Mount,2,4,4,,,0,0,0,,0,0,0,,,,FALSE,140,http://www.navypedia.org/ships/argentina/arg_dd_mendoza14.htm
dd-cervantes,Cervantes Class,Cervantes Class,argentina,Escort,Destroyer,Built,1924-01-01,1536,2087,97.5,9.65,3.63,Geared Turbine,42000,0,Oil,36,12,0,0,4500,0,0,120/45 Armstrong Y,5,5,,0,0,533mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,175,http://www.navypedia.org/ships/argentina/arg_dd_cervantes.htm
dd-mendoza,Mendoza Class,Mendoza Class,argentina,Escort,Destroyer,Built,1927-06-01,1570,2120,101.2,9.68,3.79,Geared Turbine,42000,0,Oil,36,14,0,0,4500,0,0,120/45 Mark I,5,5,,0,0,533mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,160,http://www.navypedia.org/ships/argentina/arg_dd_mendoza.htm
dd-buenos-aires,Buenos Aires Class,Buenos Aires Class,argentina,Escort,Destroyer,Built,1936-06-01,1375,2010,97.5,10.6,3.2,Geared Turbine,34000,0,Oil,35.5,14,0,0,4100,0,0,120/45 Mark IX,4,4,,0,0,533mm,Mount,8,8,8,,,0,0,0,,0,0,0,,,,FALSE,130,http://www.navypedia.org/ships/argentina/arg_dd_buenos_aires.htm
pf-king,King Class,King Class,argentina,Escort,Frigate,Built,1938-06-01,900,1032,76.8,8.8,2.3,Diesel,2500,0,Diesel,18,12,0,0,6000,0,0,,3,3,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,130,http://www.navypedia.org/ships/argentina/arg_es_king.htm
pf-heroina,Tacoma Class,Heroina Class,argentina,Escort,Frigate,Built,1948-02-08,1509,2238,87,11.4,3.86,3C-EE,5500,0,Oil,20,12,0,0,9500,0,0,,3,3,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,190,http://www.navypedia.org/ships/argentina/arg_es_heroina.htm
pf-hercules,Asheville Class,Hercules Class,argentina,Escort,Frigate,Bought,1948-02-17,1412,2150,86.3,11.1,4.01,3C-EE,5500,0,Oil,20,,0,0,,0,0,,3,3,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,190,http://www.navypedia.org/ships/argentina/arg_es_hercules.htm
pf-azopardo,Azopardo Class,Azopardo Class,argentina,Escort,Frigate,Built,1950-11-01,1220,1400,85,9.6,4,Geared Turbine,5000,0,Oil,20,15,0,0,2300,0,0,,1,1,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,170,http://www.navypedia.org/ships/argentina/arg_es_azopardo.htm
dd-almirante-brown,Fletcher Class,Almirante Brown Class,argentina,Escort,Destroyer,Bought,1961-08-10,2100,3050,112.5,12.1,4.19,Geared Turbine,60000,0,Oil,38,15,0,0,6500,0,0,127/38 Mk 12 Ring,4,4,,0,0,533mm,Mount,5,5,5,,,0,0,0,,0,0,0,,,,FALSE,273,http://www.navypedia.org/ships/argentina/arg_dd_brown.htm
ddg-hercules,Hercules Class,Hercules Class,argentina,Escort,Guided Missile Destroyer,Built,1971-06-16,3150,4100,119.5,14.3,4.2,COGOG,54400,0,Gas Oil,28,18,0,0,4000,0,0,,1,1,,0,0,324mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,270,http://www.navypedia.org/ships/argentina/arg_dd_hercules.htm
ddg-santisima-trinidad,Hercules Class,Santisima Trinidad Class,argentina,Escort,Guided Missile Destroyer,Built,1971-10-11,3150,4100,119.5,14.3,4.2,COGOG,54400,0,Gas Oil,28,18,0,0,4000,0,0,,1,1,,0,0,324mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,270,http://www.navypedia.org/ships/argentina/arg_dd_hercules.htm
dd-segui,Allen M. Sumner Class,Segui Class,argentina,Escort,Destroyer,Bought,1972-07-01,2610,3320,112.5,12.5,4.3,Geared Turbine,60000,0,Oil,34,20,0,0,3300,0,0,127/38 Mk 12 Ring,6,6,,0,0,324mm,Mount,3,6,6,,,0,0,0,,0,0,0,,,,FALSE,331,http://www.navypedia.org/ships/argentina/arg_dd_segui.htm
dd-bouchard,Allen M. Sumner Class,Bouchard Class,argentina,Escort,Destroyer,Bought,1972-07-01,2345,3210,112.5,12.5,4.3,Geared Turbine,60000,0,Oil,33.4,20,0,0,3300,0,0,127/38 Mk 12 Ring,6,6,,0,0,324mm,Mount,3,6,6,,,0,0,0,,0,0,0,,,,FALSE,291,http://www.navypedia.org/ships/argentina/arg_dd_segui.htm
dd-py,Gearing Class,Py Class,argentina,Escort,Destroyer,Bought,1973-01-15,2406,3493,116.6,12.5,4.4,Geared Turbine,60000,0,Oil,32,20,0,0,4000,0,0,127/38 Mk 12 Ring,6,6,,0,0,324mm,Mount,3,6,6,,,0,0,0,,0,0,0,,,,FALSE,275,http://www.navypedia.org/ships/argentina/arg_dd_py.htm
fsg-drummond,Drummond Class,Drummond Class,argentina,Escort,Guided Missile Corvette,Built,1976-03-12,1100,1250,76,10.3,3.55,Diesel,12000,0,Diesel,24,15,0,0,4500,0,0,,1,1,,0,0,324mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,95,http://www.navypedia.org/ships/argentina/arg_es_drummond.htm
ddg-py,Gearing Class,Py Class,argentina,Escort,Guided Missile Destroyer,Converted,1978-01-01,2406,3493,116.6,12.5,4.4,Geared Turbine,60000,0,Oil,32,20,0,0,4000,0,0,127/38 Mk 12 Ring,6,6,,0,0,324mm,Mount,3,6,6,,,0,0,0,,0,0,0,,,,FALSE,275,http://www.navypedia.org/ships/argentina/arg_dd_py.htm
fsg-espora,Espora Class,Espora Class,argentina,Escort,Guided Missile Corvette,Built,1980-03-10,1560,1790,86.4,11.1,3.33,Diesel,20400,0,Diesel,27,18,0,0,4000,0,0,,1,1,,0,0,324mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,93,http://www.navypedia.org/ships/argentina/arg_es_espora.htm
ddg-almirante-brown,Almirante Brown Class,Almirante Brown Class,argentina,Escort,Guided Missile Destroyer,Built,1980-09-08,2900,3360,119,15,4.32,COGOG,51600,0,Gas Oil,30.5,18,0,0,4500,0,0,,1,1,,0,0,324mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,200,http://www.navypedia.org/ships/argentina/arg_dd_almirante_brown.htm
ss-santa-fe-1928,Santa Fe Class (1928),Santa Fe Class (1928),argentina,Submarine,Submarine,Built,1928-06-01,935,1155,69.2,6.68,5.05,Diesel Electric,3000,1400,Diesel,17.5,8,9,4,7100,80,80,,1,1,,0,0,533mm,Fixed,4,8,12,,,0,0,0,,0,0,0,,,,FALSE,40,http://www.navypedia.org/ships/argentina/arg_ss_santa_fe.htm
ss-santiago-del-estero-1960,Balao Class,Santiago del Estero Class (1960),argentina,Submarine,Submarine,Bought,1960-08-21,1845,2445,92.2,8.31,4.65,Diesel Generator,5400,2740,Diesel,20.25,10,8.75,2,11000,96,120,,1,1,,0,0,533mm,Fixed,6,10,24,,,0,0,0,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/argentina/arg_ss_santa_fe60.htm
ss-salta,Salta Class,Salta Class,argentina,Submarine,Submarine,Built,1970-04-30,1140,1248,55.9,6.3,5.5,Diesel Generator,2400,4500,Diesel,11.5,8,22,4,6000,400,250,,0,0,,0,0,533mm,Fixed,8,8,14,,,0,0,0,,0,0,0,,,,FALSE,31,http://www.navypedia.org/ships/argentina/arg_ss_salta.htm
ss-santiago-del-estero-1971,Balao Class,Santiago del Estero Class (1971),argentina,Submarine,Submarine,Bought,1971-07-01,1830,2440,93.6,8.2,5.2,Diesel Generator,4610,4610,Diesel,18,10,17.5,3,11000,100,120,,0,0,,0,0,533mm,Fixed,6,10,22,,,0,0,0,,0,0,0,,,,FALSE,82,http://www.navypedia.org/ships/argentina/arg_ss_santa_fe60.htm
ss-santa-fe-1971,Balao Class,Santa Fe Class (1971),argentina,Submarine,Submarine,Bought,1971-07-05,1870,2440,93.6,8.2,5.2,Diesel Generator,5400,4610,Diesel,18,10,17.5,3,11000,100,120,,0,0,,0,0,533mm,Fixed,6,10,24,,,0,0,0,,0,0,0,,,,FALSE,82,http://www.navypedia.org/ships/argentina/arg_ss_santa_fe60.htm
ss-santa-cruz,Type 1700 Class,Santa Cruz Class,argentina,Submarine,Submarine,Built,1980-12-06,2150,2356,65.9,7.3,6.5,Diesel Generator,6720,8980,Diesel,15,8,25,6,14000,460,300,,0,0,,0,0,533mm,Fixed,6,6,22,,,0,0,0,,0,0,0,,,,FALSE,30,http://www.navypedia.org/ships/argentina/arg_ss_santa_cruz.htm
ffs-al-manama,Al Manama Class,Al Manama Class,bahrain,Escort,Guided Missile Corvette,Built,1985-01-01,536,632,59.9,9.3,2.9,Diesel,19600,0,Diesel,34,16,0,0,4000,0,0,,1,1,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,43,http://www.navypedia.org/ships/bahrain/bahr_es_al_manama.htm
ffg-sabha,Oliver Hazard Perry Class,Sabha Class,bahrain,Escort,Guided Missile Frigate,Bought,1996-09-13,3150,4050,125.9,13.7,5.8,Gas Turbine,41000,0,Gas Oil,29,20,0,0,4200,0,0,,1,1,,0,0,324mm,Mount,3,6,24,,,0,0,0,,0,0,0,,,,FALSE,215,http://www.navypedia.org/ships/bahrain/bahr_es_sabha.htm
fa-umar-farooq,Type 61 Class,Umar Farooq Class,bangladesh,Escort,AA Frigate,Bought,1976-12-10,2170,2350,100.6,12.2,3.6,Diesel,14400,0,Diesel,25,16,0,0,7500,0,0,120/45 QF Mark VI,2,2,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,237,http://www.navypedia.org/ships/bangladesh/ban_es_umar_farooq.htm
fa-ali-haider,Type 41 Class,Ali Haider Class,bangladesh,Escort,AA Frigate,Bought,1978-07-06,2300,2520,100.6,12.2,3.6,Diesel,14400,0,Diesel,25,16,0,0,7500,0,0,120/45 QF Mark VI,4,4,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,235,http://www.navypedia.org/ships/bangladesh/ban_es_ali_haider.htm
ffg-osman,Type 053H1 Class,Osman Class,bangladesh,Escort,Guided Missile Frigate,Bought,1989-09-26,1425,1720,103.2,10.2,3.1,Diesel,16000,0,Diesel,25.5,15,0,0,4000,0,0,,4,4,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,200,http://www.navypedia.org/ships/bangladesh/ban_es_osman.htm
ffg-bangabandhu,Bangabandhu Class,Bangabandhu Class,bangladesh,Escort,Guided Missile Frigate,Built,1999-05-12,2170,2370,103.7,12.5,3.8,Diesel,22500,0,Diesel,26,18,0,0,4000,0,0,,1,1,,0,0,324mm,Fixed,3,6,,,,0,0,0,,0,0,0,,,,FALSE,196,http://www.navypedia.org/ships/bangladesh/ban_es_bangabandhu.htm
fsg-durjoy,Type 037 Class,Durjoy Class,bangladesh,Escort,Guided Missile Corvette,Built,2011-01-01,500,650,64.2,9,2.5,Diesel,16875,0,Diesel,28,,0,0,,0,0,,1,1,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,168,http://www.navypedia.org/ships/bangladesh/ban_es_durjoy.htm
fsg-shadinota,Type 13B Class,Shadinota Class,bangladesh,Escort,Guided Missile Corvette,Built,2013-01-08,1300,1500,90,11,4.4,Diesel,16600,0,Diesel,25,16,0,0,3500,0,0,,1,1,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/bangladesh/ban_es_shadinota.htm
ffg-abu-bakr,Type 053H2 Class,Abu Bakr Class,bangladesh,Escort,Guided Missile Frigate,Bought,2014-03-02,1700,1960,103.2,10.8,3.1,Diesel,16000,0,Diesel,25.5,15,0,0,4000,0,0,,2,2,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,200,http://www.navypedia.org/ships/bangladesh/ban_es_abu_bakr86.htm
ffg-umar-farooq,Type 053H3 Class,Umar Farooq Class,bangladesh,Escort,Guided Missile Frigate,Bought,2019-12-18,1913,2393,108,12.2,3.6,CODAD,22840,0,Diesel,26,18,0,0,4000,0,0,,2,2,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,168,http://www.navypedia.org/ships/bangladesh/ban_es_abu_ubaidah.htm
ss-nabajatra,Type 035 Class,Nabajatra Class,bangladesh,Submarine,Submarine,Bought,2016-11-14,1584,2113,76,7.6,5.1,Diesel Electric,5200,7000,Diesel,15,9,18,4,8000,330,300,,0,0,,0,0,533mm,Fixed,6,8,18,,,0,0,0,,0,0,0,,,,FALSE,57,http://www.navypedia.org/ships/bangladesh/ban_ss_nabajatra.htm
ss-zinnia,Flower Class (1915),Zinnia Class,belgium,Escort,Sweeping Sloop,Bought,1920-06-01,1210,1275,76.2,10.1,3.4,3C-EE,1800,0,Coal,16.5,15,0,0,2000,0,0,120/40 QF Mark I,2,2,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,90,http://www.navypedia.org/ships/belgium/be_es_zinnia.htm
ff-artevelde,Artevelde Class,Artevelde Class,belgium,Escort,Frigate,Built,1939-01-01,1640,2306,94.8,10.5,3.8,Geared Turbine,21700,0,Oil,28.5,19,0,0,1200,0,0,105/45 SK C/32,3,3,,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,,FALSE,180,http://www.navypedia.org/ships/belgium/be_es_artevelde.htm
fs-jan-breydel,Flower Class (1915),Zinnia Class,belgium,Escort,Corvette,Captured,1945-05-01,1210,1275,76.2,10.1,3.4,3C-EE,1400,0,Coal,14,15,0,0,2000,0,0,105/45 SK C/32,3,3,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,90,http://www.navypedia.org/ships/belgium/be_es_zinnia.htm
pf-lieutenant-ter-zee-victor-billet,Tacoma Class,Lieutenant ter zee Victor Billet Class,belgium,Escort,Frigate,Bought,1947-03-19,1509,2238,87,11.4,3.86,3C-EE,5500,0,Oil,20,12,0,0,9500,0,0,76/50 Mk 10,2,2,,0,0,,,0,0,,,,0,0,0,,0,0,0,,,,FALSE,180,http://www.navypedia.org/ships/belgium/be_es_lieutenant_ter_zee_victor_billet.htm
ffg-wielingen,Wielingen Class,Wielingen Class,belgium,Escort,Guided Missile Frigate,Built,1974-03-05,1880,2283,103,12.3,3.8,CODOG,28000,0,Gas Oil / Diesel,28,16,0,0,6000,0,0,,1,1,,0,0,533mm,Mount,1,2,10,,,0,0,0,,0,0,0,,,,FALSE,160,http://www.navypedia.org/ships/belgium/be_es_wielingen.htm
ffg-leopold-i,Karel Doorman Class,Leopold I Class,belgium,Escort,Guided Missile Frigate,Bought,2005-12-22,2800,3320,114.4,14.4,4.3,CODOG,48900,0,Gas Oil / Diesel,30,18,0,0,5000,0,0,,1,1,,0,0,324mm,Mount,2,4,,,,0,0,0,,0,0,0,,,,FALSE,154,http://www.navypedia.org/ships/belgium/be_es_leopold_i.htm
bmt-riachuelo,Riachuelo Class (1881),Riachuelo Class (1881),brazil,Battleship,Masted Turret Ship,Built,1881-08-31,5610,6100,93,15.9,5.99,2C-EE,7300,0,Coal,16.7,,0,0,,0,0,234/31 Armstrong G,2,4,140/31 Armstrong BLR,3,6,356mm,Fixed,2,5,,,,0,0,0,Compound,292,0,0,,,,FALSE,367,http://www.navypedia.org/ships/brazil/br_bb_riachuelo.htm
bmt-aquidaba,Aquidaba Class,Aquidaba Class,brazil,Battleship,Masted Turret Ship,Built,1883-06-18,4621,5000,85.3,15.9,5.59,2C-EE,6500,0,Coal,15.8,,0,0,,0,0,234/31 Armstrong G,2,4,140/31 Armstrong BLR,2,4,356mm,Mount,2,5,,,,0,0,0,Compound,292,0,0,,,,FALSE,277,http://www.navypedia.org/ships/brazil/br_bb_aquidaba.htm
bb-minas-geraes,Minas Geraes Class,Minas Geraes Class,brazil,Battleship,Dreadnought,Built,1909-12-06,19281,21200,161.5,25.3,8.5,3C-EE,23500,0,Coal+Oil,21,10,0,0,10000,0,0,305/45 Elswick L,10,12,120/50 BL EOC CC,11,22,,,0,0,,,,0,0,0,Krupp Cemented,229,0,0,,,,FALSE,900,http://www.navypedia.org/ships/brazil/br_bb_minas_gerais.htm
bb-rio-de-janeiro,Rio de Janeiro Class,Rio de Janeiro Class,brazil,Battleship,Dreadnought,Built,1911-09-14,28300,30250,204.7,27.1,8.2,Geared Turbine,34000,0,Coal+Oil,22,10,0,0,4500,0,0,305/45 Mark XIII,14,14,152/50 BL Mark XIII,10,20,533mm,Fixed,1,3,,,,0,0,0,Krupp Cemented,229,0,0,,,,FALSE,1115,http://www.navypedia.org/ships/brazil/br_bb_rio_de_janeiro.htm
cvl-minas-gerais,Colossus Class (1942),Minas Gerais Class,brazil,Carrier,Light Aircraft Carrier,Bought,1960-12-06,13190,18040,192,24.4,7.07,Geared Turbine,40000,0,Oil,25,14,0,0,12000,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,5131,2142,1,FALSE,1300,http://www.navypedia.org/ships/brazil/br_cv_minas_gerais.htm
cvl-sao-paulo,Clemenceau Class,Sao Paulo Class,brazil,Carrier,Light Aircraft Carrier,Bought,2000-11-15,27307,32780,238,31.7,8.6,Geared Turbine,126000,0,Oil,32,18,0,0,7500,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,8800,3300,2,FALSE,1730,http://www.navypedia.org/ships/brazil/br_cv_sao_paulo.htm
cds-marshal-deodoro,Marshal Deodoro Class,Marshal Deodoro Class,brazil,Coastal Defense,Coastal Defense Ship,Built,1898-01-01,3162,3400,81.5,14.4,4.19,3C-EE,3400,0,Coal,15,,0,0,,0,0,234/45 Armstrong D,2,2,120/50 Armstrong AA,2,4,450mm,Mount,1,2,,,,0,0,0,Harvey,350,0,0,,,,FALSE,200,http://www.navypedia.org/ships/brazil/br_bb_marshal_deodoro.htm
pc-almirante-tamandare,Almirante Tamandare Class,Almirante Tamandare Class,brazil,Cruiser,Protected Cruiser,Built,1885-06-01,4735,5000,89.7,14.4,6.02,3C-EE,7500,0,Coal,17,10,0,0,4000,0,0,152/40 Armstrong W,5,10,120/40 Armstrong P,2,2,,,0,0,,,,0,0,0,Steel,0,0,51,,,,FALSE,400,http://www.navypedia.org/ships/brazil/br_cr_tamandare.htm
pc-benjamin-constant,Benjamin Constant Class,Benjamin Constant Class,brazil,Cruiser,Protected Cruiser,Built,1891-11-18,2750,2820,72.1,13.6,5.64,3C-EE,4000,0,Coal,15,,0,0,,0,0,152/40 Armstrong W,2,4,120/40 Armstrong P,4,8,450mm,Mount,2,4,,,,0,0,0,Steel,0,0,51,,,,FALSE,216,http://www.navypedia.org/ships/brazil/br_cr_benjamin_constant.htm
pc-republica,Republica Class,Republica Class,brazil,Cruiser,Protected Cruiser,Built,1892-05-26,1300,1400,64,10.7,3.89,3C-EE,3800,0,Coal,17.4,,0,0,,0,0,120/40 Armstrong T,4,6,,0,0,356mm,Mount,1,2,,356mm,Fixed,1,1,,Steel,0,0,51,,,,FALSE,160,http://www.navypedia.org/ships/brazil/br_cr_republica.htm
pc-almirante-barroso,Almirante Barroso Class,Almirante Barroso Class,brazil,Cruiser,Protected Cruiser,Built,1895-06-01,3437,3600,100.6,13.3,5.15,3C-EE,7500,0,Coal,20.2,,0,0,,0,0,152/50 Armstrong DD,4,6,120/50 Armstrong AA,2,4,450mm,Mount,1,2,,450mm,Fixed,1,1,,Steel,0,0,88,,,,FALSE,366,http://www.navypedia.org/ships/brazil/br_cr_almirante_barroso.htm
cl-bahia,Bahia Class,Bahia Class,brazil,Cruiser,Light Cruiser,Built,1907-08-19,3100,3185,115.8,11.9,4.4,Turbine,18000,0,Coal,26.5,10,0,0,6600,0,0,120/50 BL EOC CC,6,10,,0,0,450mm,Mount,1,2,,,,0,0,0,Krupp,0,0,31,,,,FALSE,350,http://www.navypedia.org/ships/brazil/br_cr_bahia.htm
cl-barroso,Brooklyn Class,Barroso Class,brazil,Cruiser,Light Cruiser,Bought,1951-08-21,10000,13000,182.9,21.1,7.2,Geared Turbine,100000,0,Oil,32.5,15,0,0,10000,0,0,152/47 Mk 16,15,15,127/38 Mk 12 Ring,4,8,,,0,0,0,,,0,0,0,Krupp Cemented,127,0,0,,,,FALSE,868,http://www.navypedia.org/ships/brazil/br_cr_barroso.htm
tg-gustavo-sampaio,Gustavo Sampaio Class,Gustavo Sampaio Class,brazil,Escort,Torpedo Gunboat,Built,1891-01-01,480,490,60,6.1,2.59,3C-EE,2000,0,Coal,18,,0,0,,0,0,89/40 Armstrong QF,2,2,47/40 Mark I,2,4,356mm,Mount,1,2,,356mm,Fixed,1,1,,Steel,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/brazil/br_dd_gustavo_sampaio.htm
tg-tiradentes,Tiradentes Class,Tiradentes Class,brazil,Escort,Torpedo Gunboat,Built,1891-01-01,795,810,50.3,9.14,3.28,3C-EE,1646,0,Coal,14.5,,0,0,,0,0,120/40 Armstrong T,3,4,57/40 QF Mark I,2,3,356mm,Mount,1,2,,,,0,0,0,Steel,0,0,0,,,,FALSE,110,http://www.navypedia.org/ships/brazil/br_dd_tiradentes.htm
tg-tupi,Tupi Class,Tupi Class,brazil,Escort,Torpedo Gunboat,Built,1896-01-01,1014,1200,76.1,9.37,3.12,3C-EE,7000,0,Coal,22.5,,0,0,,0,0,120/40 C/92,2,2,57/40 SK C/91,3,6,356mm,Mount,2,2,,356mm,Fixed,1,1,,Steel,0,0,13,,,,FALSE,110,http://www.navypedia.org/ships/brazil/br_dd_tupi.htm
tg-tamoio,Tamoio Class,Tamoio Class,brazil,Escort,Torpedo Gunboat,Built,1898-01-01,1063,1200,82,8.76,2.97,3C-EE,6500,0,Coal,23,,0,0,,0,0,120/40 C/92,2,2,57/40 SK C/91,3,6,356mm,Mount,2,2,,356mm,Fixed,1,1,,Steel,0,0,13,,,,FALSE,110,http://www.navypedia.org/ships/brazil/br_dd_tamoio.htm
dd-para,Para Class,Para Class,brazil,Escort,Destroyer,Built,1908-03-01,560,610,73.2,7.16,2.42,4C-EE,8000,0,Coal,27,14,0,0,3700,0,0,102/40 QF Mark IV,2,2,47/40 Mark I,2,4,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,130,http://www.navypedia.org/ships/brazil/br_dd_para.htm
dd-greenhalgh,Greenhalgh Class,Greenhalgh Class,brazil,Escort,Destroyer,Built,1937-05-01,1500,2200,103.9,10.6,3,Geared Turbine,42800,0,Oil,36.5,15,0,0,6000,0,0,127/38 Mk 12 Pedestal,4,4,,0,0,533mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,190,http://www.navypedia.org/ships/brazil/br_dd_greenhalgh.htm
dd-juruena,Juruena Class,Juruena Class,brazil,Escort,Destroyer,Built,1938-03-01,1400,1930,95.1,10.1,3.89,Geared Turbine,34000,0,Oil,35,15,0,0,5500,0,0,120/45 Mark IX,3,3,,0,0,533mm,Mount,8,8,8,,,0,0,0,,0,0,0,,,,FALSE,145,http://www.navypedia.org/ships/brazil/br_dd_juruena.htm
dd-acre,Acre Class,Acre Class,brazil,Escort,Destroyer,Built,1940-07-01,1340,1800,98.5,10.7,3.3,Geared Turbine,34600,0,Oil,33.5,15,0,0,6000,0,0,127/38 Mk 12 Pedestal,4,4,,0,0,533mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,150,http://www.navypedia.org/ships/brazil/br_dd_acre.htm
dd-amazonas,Acre Class,Amazonas Class,brazil,Escort,Destroyer,Built,1940-07-01,1340,1800,98.5,10.7,3.3,Geared Turbine,45000,0,Oil,36,15,0,0,6000,0,0,127/38 Mk 12 Pedestal,4,4,,0,0,533mm,Mount,8,8,8,,,0,0,0,,0,0,0,,,,FALSE,150,http://www.navypedia.org/ships/brazil/br_dd_acre.htm
