ClassID,ClassName,SubClassName,Nation,Type,SubType,Existance,ClassLaidDown,StandardDisplacement,FullDisplacement,Length,Breadth,Draught,Engines,ShaftHorsePower,SubmergedShipHorsePower,Fuel,Speed,CruiseSpeed,SubmergedSpeed,SubmergedCruiseSpeed,Range,SubmergedRange,DivingDepth,MainGun,MainBroadside,MainGunTotal,SecondaryGun,SecondaryBroadside,SecondaryGunTotal,MainTorpedoLauncher,MainTorpedoLauncherType,MainTorpedoTubeMax,MainTorpedoTubeTotal,MainTorpedoCount,SecondaryTorpedoLauncher,SecondaryTorpedoLauncherType,SecondaryTorpedoTubeMax,SecondaryTorpedoTubeTotal,SecondaryTorpedoCount,ArmorBeltMat,ArmorBelt,ArmorBeltAngle,ArmorDeck,FlightDeckArea,HangarArea,Catapults,HasSkiJump,Compliment,Source
pc-alger,Alger Class,Alger Class,france,Cruiser,Protected Cruiser,Built,1887-09-01,4313,4600,105,13,6.45,3C-EE,8000,0,Coal,19,10,0,0,6000,0,0,165/28 M1881,2,4,139/30 M1884,4,6,350mm,Fixed,2,5,,,,0,0,0,,0,0,100,,,,FALSE,395,http://www.navypedia.org/ships/france/fr_cr_alger.htm
pc-davout,Davout Class,Davout Class,france,Cruiser,Protected Cruiser,Built,1887-09-01,3031,3200,88,12,6.58,3C-EE,9000,0,Coal,20.7,10,0,0,4000,0,0,165/30 M1884,4,6,,0,0,350mm,Fixed,2,6,,,,0,0,0,,0,0,100,,,,FALSE,329,http://www.navypedia.org/ships/france/fr_cr_davout.htm
pc-suchet,Suchet Class,Suchet Class,france,Cruiser,Protected Cruiser,Built,1887-10-01,3362,3500,97,12,6.1,3C-EE,9500,0,Coal,20.4,10,0,0,4000,0,0,165/30 M1884,4,6,139/45 M1884,2,4,350mm,Fixed,3,7,,,,0,0,0,,0,0,100,,,,FALSE,335,http://www.navypedia.org/ships/france/fr_cr_suchet.htm
ac-dupuy-de-lome,Dupuy de Lome Class (1888),Dupuy de Lome Class (1888),france,Cruiser,Armored Cruiser,Built,1888-07-04,6676,6850,111,15.7,7.49,3C-EE,13000,0,Coal,19.7,10,0,0,7000,0,0,194/40 M1893,2,2,165/45 M1896,3,6,450mm,Fixed,1,2,,,,0,0,0,Steel,100,0,0,,,,FALSE,526,http://www.navypedia.org/ships/france/fr_cr_dupuy_de_lome.htm
ac-amiral-charner,Amiral Charner Class,Amiral Charner Class,france,Cruiser,Armored Cruiser,Built,1889-07-01,4681,4900,106,14,6,3C-EE,8000,0,Coal,18.2,10,0,0,4000,0,0,194/45 M1887,2,2,139/45 M1884,3,6,450mm,Fixed,2,4,,,,0,0,0,Steel,90,0,0,,,,FALSE,393,http://www.navypedia.org/ships/france/fr_cr_amiral_charner.htm
pc-friant,Friant Class,Friant Class,france,Cruiser,Protected Cruiser,Built,1891-03-01,3982,4200,64,13,6.3,3C-EE,9500,0,Coal,18.7,10,0,0,6000,0,0,165/45 M1896,4,6,100/45 M1891,2,4,350mm,Fixed,1,2,,,,0,0,0,,0,0,80,,,,FALSE,339,http://www.navypedia.org/ships/france/fr_cr_friant.htm
pc-descartes,Descartes Class,Descartes Class,france,Cruiser,Protected Cruiser,Built,1892-08-01,3960,4150,96.3,13,6.5,3C-EE,8500,0,Coal,19.5,10,0,0,5500,0,0,165/45 M1896,2,4,100/45 M1891,5,10,450mm,Fixed,1,2,,,,0,0,0,,0,0,60,,,,FALSE,390,http://www.navypedia.org/ships/france/fr_cr_descartes.htm
pc-linois,Linois Class,Linois Class,france,Cruiser,Protected Cruiser,Built,1892-08-01,2285,2400,100,10.8,5.44,3C-EE,6800,0,Coal,20.5,10,0,0,3800,0,0,139/45 M1884,2,4,100/45 M1891,2,2,450mm,Fixed,1,2,,,,0,0,0,,0,0,40,,,,FALSE,201,http://www.navypedia.org/ships/france/fr_cr_linois.htm
ac-pothuau,Pothuau Class,Pothuau Class,france,Cruiser,Armored Cruiser,Built,1893-01-01,5374,5600,110,15.3,6.48,3C-EE,33000,0,Coal,19,10,0,0,4500,0,0,194/40 M1893,2,2,139/45 M1884,5,10,450mm,Fixed,2,4,,,,0,0,0,Steel,60,0,0,,,,FALSE,459,http://www.navypedia.org/ships/france/fr_cr_pothuau.htm
pc-d-assas,D'Assas Class,D'Assas Class,france,Cruiser,Protected Cruiser,Built,1894-01-01,3890,4200,96.1,13.7,6.25,3C-EE,10000,0,Coal,20,10,0,0,6000,0,0,165/45 M1896,4,6,100/45 M1891,2,4,450mm,Fixed,1,2,,,,0,0,0,,0,0,100,,,,FALSE,390,http://www.navypedia.org/ships/france/fr_cr_d_assas.htm
pc-catinat,Catinat Class,Catinat Class,france,Cruiser,Protected Cruiser,Built,1894-03-01,4048,4350,98.1,13.6,6.43,3C-EE,9500,0,Coal,19.2,10,0,0,6000,0,0,165/45 M1896,2,4,100/45 M1891,5,10,350mm,Fixed,1,2,,,,0,0,0,,0,0,60,,,,FALSE,400,http://www.navypedia.org/ships/france/fr_cr_catinat.htm
pc-d-entrecasteaux,D'Entrecasteaux Class,D'Entrecasteaux Class,france,Cruiser,Protected Cruiser,Built,1894-09-01,7995,8142,117,17.8,7.5,3C-EE,14500,0,Coal+Oil,19.2,10,0,0,8000,0,0,240/40 M1893,2,2,139/30 M1884,6,12,450mm,Fixed,2,6,,,,0,0,0,,0,0,100,,,,FALSE,559,http://www.navypedia.org/ships/france/fr_cr_d_entrecasteaux.htm
pc-guichen,Guichen Class,Guichen Class,france,Cruiser,Protected Cruiser,Built,1895-10-01,8151,8300,133,17,7.49,3C-EE,25000,0,Coal+Oil,23.5,12,0,0,7500,0,0,165/45 M1896,2,2,139/45 M1884,3,6,450mm,Fixed,1,2,,,,0,0,0,,0,0,100,,,,FALSE,604,http://www.navypedia.org/ships/france/fr_cr_guichen.htm
pc-chateaurenault,Chateaurenault Class,Chateaurenault Class,france,Cruiser,Protected Cruiser,Built,1896-05-01,7898,8200,135,17,7.39,3C-EE,23000,0,Coal,24,12,0,0,7500,0,0,165/45 M1896,2,2,139/45 M1884,3,6,,,0,0,0,,,0,0,0,,0,0,100,,,,FALSE,604,http://www.navypedia.org/ships/france/fr_cr_chateaurenault.htm
ac-jeanne-d-arc,Jeanne D'Arc Class,Jeanne D'Arc Class,france,Cruiser,Armored Cruiser,Built,1896-10-24,11092,11270,145.4,19.4,8.1,3C-EE,33000,0,Coal,21.8,10,0,0,13500,0,0,194/40 M1893,2,2,139/45 M1884,7,14,450mm,Fixed,1,2,,,,0,0,0,Steel,150,0,0,,,,FALSE,651,http://www.navypedia.org/ships/france/fr_cr_jeanne_darc.htm
pc-d-estrees,D'Estrees Class,D'Estrees Class,france,Cruiser,Protected Cruiser,Built,1896-12-01,2428,2550,95,12,5.39,3C-EE,8500,0,Coal,20,10,0,0,5700,0,0,139/45 M1884,2,2,100/45 M1891,2,4,,,0,0,0,,,0,0,0,,0,0,43,,,,FALSE,235,http://www.navypedia.org/ships/france/fr_cr_d_estrees.htm
ac-dupleix,Dupleix Class,Dupleix Class,france,Cruiser,Armored Cruiser,Built,1897-11-01,7547,7900,130,17.8,7.42,3C-EE,17500,0,Coal,21.5,10,0,0,6400,0,0,165/45 M1896,6,8,100/45 M1891,2,4,450mm,Fixed,1,2,,,,0,0,0,Harvey,100,0,0,,,,FALSE,531,http://www.navypedia.org/ships/france/fr_cr_dupleix.htm
pc-jurien-de-la-graviere,Jurien de la Graviere Class,Jurien de la Graviere Class,france,Cruiser,Protected Cruiser,Built,1897-11-15,5595,5900,137,15,6.3,3C-EE,17400,0,Coal,22.9,10,0,0,6150,0,0,165/45 M1896,5,8,,0,0,450mm,Fixed,1,2,,,,0,0,0,,0,0,65,,,,FALSE,463,http://www.navypedia.org/ships/france/fr_cr_jurien_de_la_gravier.htm
ac-gueydon,Gueydon Class,Gueydon Class,france,Cruiser,Armored Cruiser,Built,1898-08-02,9367,9600,138,19.4,7.67,3C-EE,22000,0,Coal,22,18,0,0,5000,0,0,194/40 M1893,2,2,165/45 M1896,4,8,450mm,Fixed,1,2,,,,0,0,0,Steel,150,0,0,,,,FALSE,566,http://www.navypedia.org/ships/france/fr_cr_gueydon.htm
ac-gloire,Gloire Class,Gloire Class,france,Cruiser,Armored Cruiser,Built,1899-05-24,9534,9800,139.8,20.2,7.67,3C-EE,21800,0,Coal+Oil,21.5,18,0,0,4000,0,0,194/50 M1902,2,2,165/45 M1896,4,8,450mm,Fixed,1,2,,,,0,0,0,Harvey,150,0,0,,,,FALSE,615,http://www.navypedia.org/ships/france/fr_cr_gloire.htm
ac-leon-gambetta,Leon Gambetta Class,Leon Gambetta Class,france,Cruiser,Armored Cruiser,Built,1901-01-15,11959,12900,146.5,21.4,8.41,3C-EE,28500,0,Coal,22.5,10,0,0,6600,0,0,194/50 M1902,4,4,165/45 M1896,6,12,450mm,Fixed,1,2,,,,0,0,0,Harvey,150,0,0,,,,FALSE,728,http://www.navypedia.org/ships/france/fr_cr_leon_gambetta.htm
ac-jules-michelet,Jules Michelet Class,Jules Michelet Class,france,Cruiser,Armored Cruiser,Built,1904-06-01,13105,14100,146.5,21.4,8.41,3C-EE,30000,0,Coal,22.5,10,0,0,6600,0,0,194/50 M1902,4,4,165/45 M1896,6,12,450mm,Fixed,1,2,,,,0,0,0,Harvey,150,0,0,,,,FALSE,770,http://www.navypedia.org/ships/france/fr_cr_jules_michelet.htm
ac-ernest-renan,Ernest Renan Class,Ernest Renan Class,france,Cruiser,Armored Cruiser,Built,1904-07-01,13504,14600,159,21.3,8.36,3C-EE,36000,0,Coal,23,10,0,0,10000,0,0,194/50 M1902,4,4,165/45 M1896,6,12,450mm,Fixed,1,2,,,,0,0,0,Harvey,150,0,0,,,,FALSE,824,http://www.navypedia.org/ships/france/fr_cr_ernest_renan.htm
ac-edgar-quinet,Edgar Quinet Class,Edgar Quinet Class,france,Cruiser,Armored Cruiser,Built,1905-11-06,13847,15000,158.9,21.5,8.41,3C-EE,36000,0,Coal,23,10,0,0,6500,0,0,194/50 M1902,9,14,,0,0,450mm,Fixed,1,2,,,,0,0,0,Harvey,150,0,0,,,,FALSE,890,http://www.navypedia.org/ships/france/fr_cr_edgar_quinet.htm
cl-colmar,Kolberg Class,Colmar Class,france,Cruiser,Light Cruiser,Captured,1920-04-28,4362,4915,130,14,5.58,Turbine,19000,0,Coal,25.5,14,0,0,3250,0,0,150/45 SK C/09,4,6,,0,0,500mm,Mount,1,2,4,450mm,Mount,1,2,5,,0,0,40,,,,FALSE,367,http://www.navypedia.org/ships/france/fr_cr_colmar.htm
cl-strasbourg,Graudenz Class,Strasbourg Class,france,Cruiser,Light Cruiser,Captured,1920-06-04,4912,6382,139,13.8,6.08,Turbine,26000,0,Coal+Oil,27.5,12,0,0,5500,0,0,150/45 SK C/09,5,7,,0,0,500mm,Mount,2,4,8,,,0,0,0,Krupp Cemented,60,0,0,,,,FALSE,385,http://www.navypedia.org/ships/france/fr_cr_strasbourg.htm
cl-metz,Konigsberg Class (1915),Metz Class,france,Cruiser,Light Cruiser,Captured,1920-07-20,5440,7125,145.8,14.2,6.32,Turbine,31000,0,Coal+Oil,27.5,12,0,0,4850,0,0,150/45 SK C/09,5,8,,0,0,500mm,Mount,1,2,4,500mm,Fixed,1,2,4,Krupp Cemented,60,0,0,,,,FALSE,475,http://www.navypedia.org/ships/france/fr_cr_metz.htm
cl-mulhouse,Magdeburg Class,Mulhouse Class,france,Cruiser,Light Cruiser,Captured,1920-08-03,4570,5587,136,13.5,5.1,Turbine,25000,0,Coal+Oil,27.5,12,0,0,5820,0,0,150/45 SK C/09,5,7,,0,0,500mm,Mount,1,2,4,,,0,0,0,Krupp Cemented,60,0,0,,,,FALSE,354,http://www.navypedia.org/ships/france/fr_cr_mulhouse.htm
cs-thionville,Novara Class,Thionville Class,france,Cruiser,Scout Cruiser,Captured,1920-09-20,3500,4300,129.7,12.8,5.27,Turbine,30000,0,Coal,27,24,0,0,1600,0,0,100/50 K.10,5,9,,0,0,533mm,Mount,4,6,6,,,0,0,0,Krupp Cemented,60,0,20,,,,FALSE,340,http://www.navypedia.org/ships/france/fr_cr_thionville.htm
cl-duguay-trouin,Duguay Trouin Class,Duguay Trouin Class,france,Cruiser,Light Cruiser,Built,1922-08-04,7249,9350,175.3,17.2,5.17,Geared Turbine,100000,0,Oil,33,15,0,0,4500,0,0,155/50 M1920,8,8,,0,0,550mm,Mount,6,12,24,,,0,0,0,Krupp Cemented,20,0,0,,,,FALSE,578,http://www.navypedia.org/ships/france/fr_cr_duguay_trouin.htm
ca-duquesne,Duquesne Class,Duquesne Class,france,Cruiser,Heavy Cruiser,Built,1924-10-30,10000,12200,185,19,6.29,Geared Turbine,120000,0,Oil,33.7,13,0,0,5500,0,0,203/50 M1924,8,8,,0,0,550mm,Mount,3,6,,,,0,0,0,Krupp Cemented,30,0,0,,,,FALSE,605,http://www.navypedia.org/ships/france/fr_cr_duquesne.htm
ca-suffren,Suffren Class (1926),Suffren Class (1926),france,Cruiser,Heavy Cruiser,Built,1926-04-17,10000,13200,185,19.4,7.37,Geared Turbine,90000,0,Oil,32,15,0,0,5000,0,0,203/50 M1924,8,8,90/50 M1926,4,8,550mm,Mount,3,6,,,,0,0,0,Krupp Cemented,50,0,0,,,,FALSE,603,http://www.navypedia.org/ships/france/fr_cr_suffren.htm
ca-algerie,Algerie Class,Algerie Class,france,Cruiser,Heavy Cruiser,Built,1931-03-19,10109,13461,180,20,6.12,Geared Turbine,84000,0,Oil,31,15,0,0,8700,0,0,203/55 M1931,8,8,100/45 M1930,6,12,550mm,Mount,3,6,,,,0,0,0,Krupp Cemented,110,0,0,,,,FALSE,616,http://www.navypedia.org/ships/france/fr_cr_algerie.htm
cl-emile-bertin,Emile Bertin Class,Emile Bertin Class,france,Cruiser,Light Cruiser,Built,1931-08-18,5886,8480,167,16,6.57,Geared Turbine,102000,0,Oil,34,15,0,0,3600,0,0,152/55 M1930,9,9,90/50 M1926,3,4,550mm,Mount,3,6,,,,0,0,0,Krupp Cemented,30,0,0,,,,FALSE,567,http://www.navypedia.org/ships/france/fr_cr_emile_bertin.htm
cl-la-galissonniere,La Galissonniere Class (1931),La Galissonniere Class (1931),france,Cruiser,Light Cruiser,Built,1931-12-15,7600,9100,172,17.5,5.32,Geared Turbine,84000,0,Oil,31,18,0,0,5500,0,0,152/55 M1930,9,9,90/50 M1926,4,8,550mm,Mount,2,4,,,,0,0,0,Krupp Cemented,105,0,0,,,,FALSE,540,http://www.navypedia.org/ships/france/fr_cr_la_galissoniere.htm
claa-de-grasse,De Grasse Class,De Grasse Class,france,Cruiser,Light AA Cruiser,Built,1951-01-01,9380,12350,180.4,18.6,5.54,Geared Turbine,105000,0,Oil,33,18,0,0,6000,0,0,127/54 Mk 42,12,16,,0,0,,,0,0,0,,,0,0,0,Krupp Cemented,100,0,0,,,,FALSE,950,http://www.navypedia.org/ships/france/fr_cr_de_grasse.htm
claa-colbert,Colbert Class,Colbert Class,france,Cruiser,Light AA Cruiser,Built,1954-05-17,9085,11100,180.5,20.3,6.5,Geared Turbine,87000,0,Oil,33,25,0,0,4000,0,0,127/54 Mk 42,12,16,,0,0,,,0,0,0,,,0,0,0,Krupp Cemented,80,0,0,,,,FALSE,977,http://www.navypedia.org/ships/france/fr_cr_colbert.htm
tc-condor,Condor Class,Condor Class,france,Escort,Torpedo Cruiser,Built,1883-04-01,1260,1350,68,9,4.7,2C-EE,3000,0,Coal,17,10,0,0,2800,0,0,100/26 M1881,3,5,47/40 M1885,2,4,350mm,Fixed,2,4,,,,0,0,0,Steel,0,0,40,,,,FALSE,137,http://www.navypedia.org/ships/france/fr_dd_condor.htm
tg-bombe,Bombe Class,Bombe Class,france,Escort,Torpedo Gunboat,Built,1883-11-01,390,430,59.2,5.97,3.17,2C-EE,1800,0,Coal,18,,0,0,,0,0,47/40 M1885,2,2,37/40 M1885,3,5,350mm,Fixed,1,2,,,,0,0,0,,0,0,0,,,,FALSE,70,http://www.navypedia.org/ships/france/fr_dd_bombe.htm
tc-wattignies,Wattignies Class,Wattignies Class,france,Escort,Torpedo Cruiser,Built,1889-10-01,1280,1350,68,8.92,4.8,3C-EE,4000,0,Coal,18,10,0,0,2800,0,0,100/26 M1881,3,5,47/40 M1885,3,6,350mm,Fixed,2,4,,,,0,0,0,Steel,0,0,40,,,,FALSE,195,http://www.navypedia.org/ships/france/fr_dd_wattignies.htm
tg-levrier,Levrier Class,Levrier Class,france,Escort,Torpedo Gunboat,Built,1890-02-01,503,525,63,6.96,3.2,3C-EE,2400,0,Coal,18.7,,0,0,,0,0,65/50 M1888,1,1,47/40 M1885,2,3,450mm,Mount,2,2,,450mm,Fixed,1,1,,,0,0,0,,,,FALSE,89,http://www.navypedia.org/ships/france/fr_dd_levrier.htm
tg-d-iberville,D'Iberville Class,D'Iberville Class,france,Escort,Torpedo Gunboat,Built,1891-08-01,960,1000,80,8.2,3.45,3C-EE,5000,0,Coal,22,,0,0,,0,0,100/45 M1891,1,1,65/50 M1888,2,3,450mm,Mount,2,4,,450mm,Fixed,2,2,,Steel,0,0,40,,,,FALSE,141,http://www.navypedia.org/ships/france/fr_dd_diberville.htm
dd-durandal,Durandal Class,Durandal Class,france,Escort,Destroyer,Built,1896-05-01,300,310,56,6.3,3.17,3C-EE,4800,0,Coal,26,10,0,0,2300,0,0,65/50 M1888,1,1,47/40 M1885,3,6,380mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,52,http://www.navypedia.org/ships/france/fr_dd_durandal.htm
tg-dunois,Dunois Class,Dunois Class,france,Escort,Torpedo Gunboat,Built,1896-09-01,889,920,77.6,8.43,3.1,3C-EE,7500,0,Coal,22,10,0,0,5000,0,0,65/50 M1888,4,6,,0,0,,,0,0,0,,,0,0,0,Steel,25,0,0,,,,FALSE,137,http://www.navypedia.org/ships/france/fr_dd_dunois.htm
dd-framee,Framee Class,Framee Class,france,Escort,Destroyer,Built,1897-05-01,314,335,58.1,6.3,3,3C-EE,4800,0,Coal,26,10,0,0,2050,0,0,65/50 M1888,1,1,47/40 M1885,3,6,380mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,48,http://www.navypedia.org/ships/france/fr_dd_framee.htm
dd-pertuisane,Pertuisane Class,Pertuisane Class,france,Escort,Destroyer,Built,1899-06-01,306,344,56,6.3,3.2,3C-EE,4800,0,Coal,26,10,0,0,2300,0,0,65/50 M1888,1,1,47/40 M1885,3,6,380mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,52,http://www.navypedia.org/ships/france/fr_dd_pertuisane.htm
dd-arquebuse,Arquebuse Class,Arquebuse Class,france,Escort,Destroyer,Built,1901-05-01,298,340,58.2,6.4,3.17,3C-EE,6300,0,Coal,28,10,0,0,2300,0,0,65/50 M1902,1,1,47/40 M1885,3,6,380mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/france/fr_dd_arquebuse.htm
dd-claymore,Claymore Class,Claymore Class,france,Escort,Destroyer,Built,1904-03-01,350,390,58.5,6.48,3,3C-EE,6800,0,Coal,28,10,0,0,2300,0,0,65/50 M1902,1,1,47/50 M1902,3,6,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/france/fr_dd_claymore.htm
dd-branlebas,Branlebas Class,Branlebas Class,france,Escort,Destroyer,Built,1905-09-01,339,380,57.9,6.58,2.37,3C-EE,6800,0,Coal,27.5,10,0,0,2100,0,0,65/50 M1902,1,1,47/50 M1902,3,6,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,60,http://www.navypedia.org/ships/france/fr_dd_branlebas.htm
dd-spahi,Spahi Class,Spahi Class,france,Escort,Destroyer,Built,1906-11-01,530,550,64.4,6.6,2.3,3C-EE,7500,0,Coal,28,10,0,0,1200,0,0,65/50 M1902,4,6,,0,0,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,79,http://www.navypedia.org/ships/france/fr_dd_spahi.htm
dd-voltigeur,Voltigeur Class,Voltigeur Class,france,Escort,Destroyer,Built,1907-11-01,450,590,64,6.6,3,3C-EE,7500,0,Coal,28,10,0,0,1520,0,0,65/50 M1902,4,6,,0,0,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,77,http://www.navypedia.org/ships/france/fr_dd_voltigeur.htm
dd-chasseur,Chasseur Class,Chasseur Class,france,Escort,Destroyer,Built,1907-12-01,450,580,64.2,6.54,3.1,Turbine,7200,0,Coal,28,10,0,0,1400,0,0,65/50 M1902,4,6,,0,0,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,79,http://www.navypedia.org/ships/france/fr_dd_chasseur.htm
dd-janissaire,Chasseur Class,Janissaire Class,france,Escort,Destroyer,Built,1908-10-01,450,580,64.5,6.6,3.1,Turbine,7200,0,Oil,28,10,0,0,1500,0,0,65/50 M1902,4,6,,0,0,450mm,Mount,2,2,2,,,0,0,0,,0,0,0,,,,FALSE,79,http://www.navypedia.org/ships/france/fr_dd_chasseur.htm
dd-bouclier,Bouclier Class,Bouclier Class,france,Escort,Destroyer,Built,1909-11-01,740,800,76,8,3.3,Turbine,13000,0,Oil,30,12,0,0,1400,0,0,100/45 M1891,2,2,65/50 M1902,2,4,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,83,http://www.navypedia.org/ships/france/fr_dd_bouclier.htm
dd-bisson,Bisson Class,Bisson Class,france,Escort,Destroyer,Built,1911-01-01,780,855,78.1,8.63,3.1,Turbine,15000,0,Oil,30,14,0,0,1400,0,0,100/45 M1891,2,2,65/50 M1888,2,4,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,83,http://www.navypedia.org/ships/france/fr_dd_bisson.htm
dd-enseigne-roux,Enseigne Roux Class,Enseigne Roux Class,france,Escort,Destroyer,Built,1913-11-01,850,1075,82.6,8.6,3,Turbine,17000,0,Oil,30,14,0,0,1400,0,0,100/45 M1891,2,2,65/50 M1888,2,4,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,80,http://www.navypedia.org/ships/france/fr_dd_enseigne_roux.htm
dd-enseigne-gabolde,Enseigne Roux Class,Enseigne Gabolde Class,france,Escort,Destroyer,Built,1914-06-01,835,950,82.1,8.21,3.12,Geared Turbine,20000,0,Oil,31,14,0,0,1300,0,0,100/45 M1891,3,3,,0,0,550mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,80,http://www.navypedia.org/ships/france/fr_dd_enseigne_roux.htm
dd-aventurier,Mendoza Class (1914),Aventurier Class,france,Escort,Destroyer,Bought,1914-09-01,930,1250,86.3,8.75,3.1,Turbine,18000,0,Coal+Oil,32,10,0,0,1850,0,0,100/45 M1891,4,4,,0,0,450mm,Mount,2,4,4,,,0,0,0,,0,0,0,,,,FALSE,140,http://www.navypedia.org/ships/france/fr_dd_aventurier.htm
dd-arabe,Arabe Class,Arabe Class,france,Escort,Destroyer,Built,1917-01-01,685,750,79.4,7.33,2.39,3C-EE,10000,0,Coal+Oil,29,12,0,0,2000,0,0,120/40 41-shiki,1,1,76/40 41-shiki,2,3,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,86,http://www.navypedia.org/ships/france/fr_dd_arabe.htm
dd-rageot-de-la-touche,H145 Class,Rageot de la Touche Class,france,Escort,Destroyer,Captured,1920-05-01,990,1147,83.5,8.35,3.5,Geared Turbine,24500,0,Oil,32,17,0,0,2060,0,0,105/45 SK C/16,3,3,,0,0,500mm,Mount,5,6,8,,,0,0,0,,0,0,0,,,,FALSE,105,http://www.navypedia.org/ships/france/fr_dd_rageot_de_la_touche.htm
dd-amiral-senes,S113 Class,Amiral Senes Class,france,Escort,Destroyer,Captured,1920-05-01,2060,2415,105.4,10.2,4.84,Turbine,45000,0,Oil,34.5,20,0,0,2500,0,0,150/45 SK C/16,4,4,,0,0,600mm,Mount,4,4,8,,,0,0,0,,0,0,0,,,,FALSE,188,http://www.navypedia.org/ships/france/fr_dd_amiral_senes.htm
dd-chastang,S131 Class,Chastang Class,france,Escort,Destroyer,Captured,1920-06-01,919,1170,82.5,8.32,3.9,Turbine,24000,0,Oil,32,17,0,0,2450,0,0,105/45 SK C/16,3,3,,0,0,500mm,Mount,5,6,8,,,0,0,0,,0,0,0,,,,FALSE,105,http://www.navypedia.org/ships/france/fr_dd_chastang.htm
dd-pierre-durand,V67 Class,Pierre Durand Class,france,Escort,Destroyer,Captured,1920-06-01,924,1188,81,8.32,3.9,Turbine,23500,0,Oil,34,17,0,0,2050,0,0,105/45 SK C/16,3,3,,0,0,500mm,Mount,5,6,8,,,0,0,0,,0,0,0,,,,FALSE,85,http://www.navypedia.org/ships/france/fr_dd_pierre_durand.htm
dd-buino,V125 Class,Buino Class,france,Escort,Destroyer,Captured,1920-08-01,924,1188,81.7,8.32,4.12,Turbine,23500,0,Oil,34,17,0,0,2050,0,0,105/45 SK C/16,3,3,,0,0,500mm,Mount,5,6,8,,,0,0,0,,0,0,0,,,,FALSE,105,http://www.navypedia.org/ships/france/fr_dd_buino.htm
dd-matelot-leblanc,Triglav Class,Matelot Leblanc Class,france,Escort,Destroyer,Captured,1920-09-01,890,1045,84.6,7.8,2.38,Turbine,20600,0,Coal+Oil,32.5,,0,0,,0,0,100/50 K.10,2,2,66/45 BAG,3,6,450mm,Mount,4,4,4,,,0,0,0,,0,0,0,,,,FALSE,114,http://www.navypedia.org/ships/france/fr_dd_matelot_leblanc.htm
dd-chacal,Chacal Class,Chacal Class,france,Escort,Destroyer,Built,1922-08-01,2126,3000,119.7,11.3,4.1,Geared Turbine,50000,0,Oil,35.5,16,0,0,2900,0,0,130/40 M1919,5,5,,0,0,550mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,195,http://www.navypedia.org/ships/france/fr_dd_chacal.htm
dd-bourrasque,Bourrasque Class,Bourrasque Class,france,Escort,Destroyer,Built,1923-03-01,1319,1900,99.5,9.64,4.3,Geared Turbine,33000,0,Oil,33,14,0,0,2150,0,0,130/40 M1919,4,4,,0,0,550mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,142,http://www.navypedia.org/ships/france/fr_dd_bourrasque.htm
dd-l-adroit,L'Adroit Class,L'Adroit Class,france,Escort,Destroyer,Built,1925-02-01,1378,2000,100.9,9.84,4.3,Geared Turbine,34000,0,Oil,33,14,0,0,2150,0,0,130/40 M1924,4,4,,0,0,550mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,142,http://www.navypedia.org/ships/france/fr_dd_ladroit.htm
dd-guepard,Guepard Class,Guepard Class,france,Escort,Destroyer,Built,1927-03-01,2436,3200,123.1,11.8,4.68,Geared Turbine,64000,0,Oil,35.5,14.5,0,0,3450,0,0,139/40 M1923,5,5,,0,0,550mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,230,http://www.navypedia.org/ships/france/fr_dd_guepard.htm
dd-aigle,Aigle Class,Aigle Class,france,Escort,Destroyer,Built,1928-10-01,2441,3410,122.4,11.8,4.97,Geared Turbine,64000,0,Oil,36,18,0,0,3650,0,0,139/40 M1927,5,5,,0,0,550mm,Mount,6,6,6,,,0,0,0,,0,0,0,,,,FALSE,230,http://www.navypedia.org/ships/france/fr_dd_aigle.htm
dd-vauguelin,Vauguelin Class,Vauguelin Class,france,Escort,Destroyer,Built,1930-03-01,2441,3410,122.4,11.8,4.97,Geared Turbine,64000,0,Oil,36,18,0,0,3650,0,0,139/40 M1927,5,5,,0,0,550mm,Mount,5,7,7,,,0,0,0,,0,0,0,,,,FALSE,230,http://www.navypedia.org/ships/france/fr_dd_vauquelin.htm
