FittingID,BatteryID,AmmoID,BatteryRole,BatteryIndex
cl_bristol|1915,450-tt-hull_x2-side,,,
cl_bristol|1915,placeholder_torpedo,,,
cl_weymouth,152-gs-pv_x8-wey,152-cpc-4crh,Primary Gun,1
cl_weymouth,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,2
cl_weymouth,533-tt-hull_x2-side,,,
cl_weymouth,placeholder_torpedo,,,
cl_weymouth|1915,152-gs-pv_x8-wey,152-cpc-4crh,Primary Gun,1
cl_weymouth|1915,76-cp-ha-markii_x1,76-he-uk-early,AA Battery,2
cl_weymouth|1915,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_weymouth|1915,533-tt-hull_x2-side,,,
cl_weymouth|1915,placeholder_torpedo,,,
cl_weymouth|1918,152-gs-pv_x8-wey,152-cpc-4crh,Primary Gun,1
cl_weymouth|1918,76-cp-ha-markii_x2-midship,76-he-uk-early,AA Battery,2
cl_weymouth|1918,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_weymouth|1918,533-tt-hull_x2-side,,,
cl_weymouth|1918,placeholder_torpedo,,,
cl_chatham,152-gs-pv_x8-wey,152-cpc-4crh,Primary Gun,1
cl_chatham,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,2
cl_chatham,533-tt-hull_x2-side,,,
cl_chatham,placeholder_torpedo,,,
cl_chatham|1915,152-gs-pv_x8-wey,152-cpc-4crh,Primary Gun,1
cl_chatham|1915,76-cp-ha-markii_x1,76-he-uk-early,AA Battery,2
cl_chatham|1915,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_chatham|1915,533-tt-hull_x2-side,,,
cl_chatham|1915,placeholder_torpedo,,,
cl_birmingham,152-gs-pvii_x9,152-cpbc-2crh,Primary Gun,1
cl_birmingham,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,2
cl_birmingham,533-tt-hull_x2-side,,,
cl_birmingham,placeholder_torpedo,,,
cl_birmingham|1915,152-gs-pvii_x9,152-cpbc-2crh,Primary Gun,1
cl_birmingham|1915,76-cp-ha-markii_x1,76-he-uk-early,AA Battery,2
cl_birmingham|1915,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_birmingham|1915,533-tt-hull_x2-side,,,
cl_birmingham|1915,placeholder_torpedo,,,
cl_adelaide_1915,152-gs-pvii_x9,152-cpbc-2crh,Primary Gun,1
cl_adelaide_1915,76-cp-ha-markii_x1,76-he-uk-early,AA Battery,2
cl_adelaide_1915,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_adelaide_1915,,,AA Battery,4
cl_adelaide_1915,533-tt-hull_x2-side,,,
cl_adelaide_1915,placeholder_torpedo,,,
cl_adelaide_1938,152-gs-pvii_x8,152-cpbc-2crh,Primary Gun,1
cl_adelaide_1938,102-cp-ha-markiii_x3-adelaide,102-he-uk,AA Battery,2
cl_adelaide_1938,,,AA Battery,3
cl_adelaide_1938|1942,152-gs-pvii_x8,152-cpbc-2crh,Primary Gun,1
cl_adelaide_1938|1942,102-cp-ha-markiii_x3-adelaide,102-he-uk,AA Battery,2
cl_adelaide_1938|1942,20-p-mark1_x6-adelaide,20-he-uk,AA Battery,3
cl_adelaide_1938|1943,152-gs-pvii_x7,152-cpbc-2crh,Primary Gun,1
cl_adelaide_1938|1943,102-cp-ha-markiii_x2-aft-alt,102-he-uk,AA Battery,2
cl_adelaide_1938|1943,20-p-mark1_x6-adelaide,20-he-uk,AA Battery,3
cl_adelaide_1938|1943,dct-mkiv_x4,,,
cl_antinavarchos_kountouriotis,140-gs-pi_x10,140-cpc-uk,Primary Gun,1
cl_antinavarchos_kountouriotis,47-p-markiii-ha_x2-aft,47-he-uk,AA Battery,2
cl_antinavarchos_kountouriotis,533-tt-hull_x2-side,,,
cl_antinavarchos_kountouriotis,placeholder_torpedo,,,
cl_antinavarchos_kountouriotis|birkenhead,140-gs-pi_x10,140-cpc-uk,Primary Gun,1
cl_antinavarchos_kountouriotis|birkenhead,76-cp-ha-markii_x1-aft,76-he-uk-early,AA Battery,2
cl_antinavarchos_kountouriotis|birkenhead,533-tt-hull_x2-side,,,
cl_antinavarchos_kountouriotis|birkenhead,placeholder_torpedo,,,
cl_arethusa_1913,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913,47-p-markiii-ha_x1-aft,47-he-uk,AA Battery,3
cl_arethusa_1913,533-tt-dual-uk_x2,,,
cl_arethusa_1913,placeholder_torpedo,,,
cl_arethusa_1913|1915,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|1915,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|1915,76-cp-ha-markii_x1-aft,76-he-uk-early,AA Battery,3
cl_arethusa_1913|1915,533-tt-dual-uk_x2,,,
cl_arethusa_1913|1915,placeholder_torpedo,,,
cl_arethusa_1913|aurora_1917,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|aurora_1917,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|aurora_1917,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,3
cl_arethusa_1913|aurora_1917,533-tt-dual-uk_x4,,,
cl_arethusa_1913|aurora_1917,placeholder_torpedo,,,
cl_arethusa_1913|aurora_1917,placeholder_mines,,,
cl_arethusa_1913|galatea_1917,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|galatea_1917,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|galatea_1917,47-p-markiii-ha_x1-aft,47-he-uk,AA Battery,3
cl_arethusa_1913|galatea_1917,533-tt-dual-uk_x4,,,
cl_arethusa_1913|galatea_1917,placeholder_torpedo,,,
cl_arethusa_1913|galatea_1917,placeholder_mines,,,
cl_arethusa_1913|penelope_1917,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|penelope_1917,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|penelope_1917,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_arethusa_1913|penelope_1917,533-tt-dual-uk_x4,,,
cl_arethusa_1913|penelope_1917,placeholder_torpedo,,,
cl_arethusa_1913|penelope_1917,placeholder_mines,,,
cl_arethusa_1913|undaunted_1917,152-gs-pvii_ay,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|undaunted_1917,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|undaunted_1917,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_arethusa_1913|undaunted_1917,533-tt-dual-uk_x4,,,
cl_arethusa_1913|undaunted_1917,placeholder_torpedo,,,
cl_arethusa_1913|inconstant_1918,152-gs-pvii_aqy,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|inconstant_1918,102-gs-pxi_x4-arethusa,102-he-uk,Primary Gun,2
cl_arethusa_1913|inconstant_1918,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,3
cl_arethusa_1913|inconstant_1918,533-tt-dual-uk_x4,,,
cl_arethusa_1913|inconstant_1918,placeholder_torpedo,,,
cl_arethusa_1913|inconstant_1918,placeholder_mines,,,
cl_arethusa_1913|galatea_1918,152-gs-pvii_aqy,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|galatea_1918,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|galatea_1918,76-cp-ha-markii_x1,76-he-uk-early,AA Battery,3
cl_arethusa_1913|galatea_1918,47-p-markiii-ha_x1-aft,47-he-uk,AA Battery,4
cl_arethusa_1913|galatea_1918,533-tt-dual-uk_x4,,,
cl_arethusa_1913|galatea_1918,placeholder_torpedo,,,
cl_arethusa_1913|galatea_1918,placeholder_mines,,,
cl_arethusa_1913|penelope_1918,152-gs-pvii_aqy,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|penelope_1918,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|penelope_1918,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_arethusa_1913|penelope_1918,533-tt-dual-uk_x4,,,
cl_arethusa_1913|penelope_1918,placeholder_torpedo,,,
cl_arethusa_1913|penelope_1918,placeholder_mines,,,
cl_arethusa_1913|undaunted_1918,152-gs-pvii_aqy,152-cpbc-2crh,Primary Gun,1
cl_arethusa_1913|undaunted_1918,102-gs-pxi_x6,102-he-uk,Primary Gun,2
cl_arethusa_1913|undaunted_1918,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_arethusa_1913|undaunted_1918,533-tt-dual-uk_x4,,,
cl_arethusa_1913|undaunted_1918,placeholder_torpedo,,,
cl_calliope,152-gs-pvii_xy,152-cpbc-2crh,Primary Gun,1
cl_calliope,102-gs-pxi_x8,102-he-uk,Primary Gun,2
cl_calliope,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_calliope,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_calliope,533-tt-hull_x2-side,,,
cl_calliope,placeholder_torpedo,,,
cl_calliope|1916,152-gs-pvii_axy,152-cpbc-2crh,Primary Gun,1
cl_calliope|1916,102-gs-pxi_x6-alt,102-he-uk,Primary Gun,2
cl_calliope|1916,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_calliope|1916,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_calliope|1916,533-tt-hull_x2-side,,,
cl_calliope|1916,placeholder_torpedo,,,
cl_calliope|1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_calliope|1917,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_calliope|1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_calliope|1917,533-tt-hull_x2-side,,,
cl_calliope|1917,533-tt-dual-uk_x4,,,
cl_calliope|1917,placeholder_torpedo,,,
cl_calliope|champion_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_calliope|champion_1917,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_calliope|champion_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_calliope|champion_1917,533-tt-hull_x2-side,,,
cl_calliope|champion_1917,533-tt-dual-uk_x2,,,
cl_calliope|champion_1917,placeholder_torpedo,,,
cl_calliope|1920,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_calliope|1920,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_calliope|1920,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_calliope|1920,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_calliope|1920,533-tt-hull_x2-side,,,
cl_calliope|1920,placeholder_torpedo,,,
cl_calliope|champion_1924,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_calliope|champion_1924,102-cp-ha-markiii_x1-fantail,102-he-uk,AA Battery,2
cl_calliope|champion_1924,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_calliope|champion_1924,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_calliope|champion_1924,533-tt-hull_x2-side,,,
cl_calliope|champion_1924,533-tt-dual-uk_x2,,,
cl_calliope|champion_1924,placeholder_torpedo,,,
cl_calliope|champion_1927,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_calliope|champion_1927,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_calliope|champion_1927,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_calliope|champion_1927,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_calliope|champion_1927,533-tt-hull_x2-side,,,
cl_calliope|champion_1927,533-tt-dual-uk_x2,,,
cl_calliope|champion_1927,placeholder_torpedo,,,
cl_caroline,152-gs-pvii_xy,152-cpbc-2crh,Primary Gun,1
cl_caroline,102-gs-pxi_x8,102-he-uk,Primary Gun,2
cl_caroline,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_caroline,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_caroline,533-tt-dual-uk_x2,,,
cl_caroline,placeholder_torpedo,,,
cl_caroline|1916,152-gs-pvii_axy,152-cpbc-2crh,Primary Gun,1
cl_caroline|1916,102-gs-pxi_x6-alt,102-he-uk,Primary Gun,2
cl_caroline|1916,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_caroline|1916,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_caroline|1916,533-tt-dual-uk_x2,,,
cl_caroline|1916,placeholder_torpedo,,,
cl_caroline|1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_caroline|1917,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_caroline|1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|1917,533-tt-dual-uk_x4,,,
cl_caroline|1917,placeholder_torpedo,,,
cl_caroline|cleopatra_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_caroline|cleopatra_1917,102-cp-ha-markiii_x2-caroline,102-he-uk,AA Battery,2
cl_caroline|cleopatra_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|cleopatra_1917,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_caroline|cleopatra_1917,533-tt-dual-uk_x4,,,
cl_caroline|cleopatra_1917,placeholder_torpedo,,,
cl_caroline|conquest_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_caroline|conquest_1917,102-cp-ha-markiii_x1,102-he-uk,AA Battery,2
cl_caroline|conquest_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|conquest_1917,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_caroline|conquest_1917,533-tt-dual-uk_x4,,,
cl_caroline|conquest_1917,placeholder_torpedo,,,
cl_caroline|cordelia_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_caroline|cordelia_1917,102-cp-ha-markiii_x1,102-he-uk,AA Battery,2
cl_caroline|cordelia_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|cordelia_1917,533-tt-dual-uk_x4,,,
cl_caroline|cordelia_1917,placeholder_torpedo,,,
cl_caroline|conquest_1920,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_caroline|conquest_1920,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_caroline|conquest_1920,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|conquest_1920,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_caroline|conquest_1920,533-tt-dual-uk_x4,,,
cl_caroline|conquest_1920,placeholder_torpedo,,,
cl_caroline|conquest_1924,152-gs-pvii_ary,152-cpbc-2crh,Primary Gun,1
cl_caroline|conquest_1924,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_caroline|conquest_1924,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caroline|conquest_1924,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_caroline|conquest_1924,533-tt-dual-uk_x4,,,
cl_caroline|conquest_1924,placeholder_torpedo,,,
cl_caroline|1924,152-gs-pvii_y,152-cpbc-2crh,Primary Gun,1
cl_caroline|1924,,,,2
cl_caroline|1924,,,,3
cl_cambrian,152-gs-pvii_xy,152-cpbc-2crh,Primary Gun,1
cl_cambrian,102-gs-pxi_x8,102-he-uk,Primary Gun,2
cl_cambrian,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_cambrian,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_cambrian,533-tt-hull_x2-side,,,
cl_cambrian,placeholder_torpedo,,,
cl_cambrian|cambrian,152-gs-pvii_axy,152-cpbc-2crh,Primary Gun,1
cl_cambrian|cambrian,102-gs-pxi_x6-alt,102-he-uk,Primary Gun,2
cl_cambrian|cambrian,76-p-6-marki_x1,76-he-uk-early,AA Battery,3
cl_cambrian|cambrian,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,4
cl_cambrian|cambrian,533-tt-hull_x2-side,,,
cl_cambrian|cambrian,placeholder_torpedo,,,
cl_cambrian|1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_cambrian|1917,102-cp-ha-markiii_x1,102-he-uk,AA Battery,2
cl_cambrian|1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_cambrian|1917,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_cambrian|1917,533-tt-hull_x2-side,,,
cl_cambrian|1917,placeholder_torpedo,,,
cl_cambrian|canterbury_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_cambrian|canterbury_1917,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_cambrian|canterbury_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_cambrian|canterbury_1917,533-tt-hull_x2-side,,,
cl_cambrian|canterbury_1917,533-tt-dual-uk_x4,,,
cl_cambrian|canterbury_1917,placeholder_torpedo,,,
cl_cambrian|castor_1917,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_cambrian|castor_1917,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_cambrian|castor_1917,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_cambrian|castor_1917,533-tt-hull_x2-side,,,
cl_cambrian|castor_1917,placeholder_torpedo,,,
cl_cambrian|castor_1920,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_cambrian|castor_1920,76-cp-ha-markii_x2-centerline,76-he-uk-early,AA Battery,2
cl_cambrian|castor_1920,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_cambrian|castor_1920,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_cambrian|castor_1920,533-tt-hull_x2-side,,,
cl_cambrian|castor_1920,placeholder_torpedo,,,
cl_centaur,152-gs-pvii_aqrxy,152-cpbc-2crh,Primary Gun,1
cl_centaur,76-cp-ha-markii_x2-midship,76-he-uk-early,AA Battery,2
cl_centaur,76-p-6-marki_x1-aft,76-he-uk-early,AA Battery,3
cl_centaur,533-tt-hull_x2-side,,,
cl_centaur,placeholder_torpedo,,,
cl_centaur|1917,152-gs-pvii_aqrxy,152-cpbc-2crh,Primary Gun,1
cl_centaur|1917,76-cp-ha-markii_x2-midship,76-he-uk-early,AA Battery,2
cl_centaur|1917,40-p-markii_x2-fantail,40-he-uk,AA Battery,3
cl_centaur|1917,533-tt-hull_x2-side,,,
cl_centaur|1917,placeholder_torpedo,,,
cl_centaur|1925,152-gs-pvii_arxy,152-cpbc-2crh,Primary Gun,1
cl_centaur|1925,76-cp-ha-markii_x2-midship,76-he-uk-early,AA Battery,2
cl_centaur|1925,40-p-markii_x2-fantail,40-he-uk,AA Battery,3
cl_centaur|1925,533-tt-hull_x2-side,,,
cl_centaur|1925,placeholder_torpedo,,,
cl_centaur|concord_1929,152-gs-pvii_axy,152-cpbc-2crh,Primary Gun,1
cl_centaur|concord_1929,76-cp-ha-markii_x2-midship,76-he-uk-early,AA Battery,2
cl_centaur|concord_1929,40-p-markii_x2-fantail,40-he-uk,AA Battery,3
cl_centaur|concord_1929,533-tt-hull_x2-side,,,
cl_centaur|concord_1929,placeholder_torpedo,,,
cl_centaur|concord_1932,152-gs-pvii_axy,152-cpbc-2crh,Primary Gun,1
cl_centaur|concord_1932,40-p-markii_x2-fantail,40-he-uk,AA Battery,3
cl_centaur|concord_1932,533-tt-hull_x2-side,,,
cl_centaur|concord_1932,placeholder_torpedo,,,
cl_caledon,152-gs-pvii_aqrxy,152-cpbc-2crh,Primary Gun,1
cl_caledon,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_caledon,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_caledon,533-tt-dual-uk_x4,,,
cl_caledon,placeholder_torpedo,,,
cl_caledon|1920,152-gs-pvii_aqrxy,152-cpbc-2crh,Primary Gun,1
cl_caledon|1920,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_caledon|1920,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_caledon|1920,533-tt-dual-uk_x4,,,
cl_caledon|1920,placeholder_torpedo,,,
claa_caledon_1942,102-cp-twin-ha-markxix_aby,102-he-uk,Primary Gun,1
claa_caledon_1942,40-cp-markv-dual_x2-aft,40-he-mark1,AA Battery,2
cl_caledon|cardoc_1942,152-gs-pvii_aqrxy,152-cpbc-2crh,Primary Gun,1
cl_caledon|cardoc_1942,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_caledon|cardoc_1942,20-p-mark1_x5-caradoc,20-he-uk,AA Battery,3
cl_caledon|cardoc_1942,533-tt-dual-uk_x4,,,
cl_caledon|cardoc_1942,placeholder_torpedo,,,
claa_caledon_1942|1944,102-cp-twin-ha-markxix_aby,102-he-uk,Primary Gun,1
claa_caledon_1942|1944,40-cp-markv-dual_x2-aft,40-he-mark1,AA Battery,2
claa_caledon_1942|1944,40-cp-marki/iii_x6-caledon,40-he-mark1,AA Battery,2
claa_caledon_1942|1944,20-p-mark1_x1-aft,20-he-uk,AA Battery,3
cl_ceres,152-gs-pvii_abrxy,152-cpbc-2crh,Primary Gun,1
cl_ceres,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_ceres,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_ceres,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_ceres,533-tt-dual-uk_x4,,,
cl_ceres,placeholder_torpedo,,,
claa_coventry_1935,102-cp-ha-markiii_x10-coventry,102-he-uk,Primary Gun,1
claa_coventry_1935,40-cp-markv_x2-coventry,40-he-2pdr,AA Battery,2
claa_coventry_1935|curlew,102-cp-ha-markiii_x10-coventry,102-he-uk,Primary Gun,1
claa_coventry_1935|curlew,40-cp-markv_x1-fore,40-he-2pdr,AA Battery,2
claa_coventry_1935|1938,102-cp-ha-markiii_x10-coventry,102-he-uk,Primary Gun,1
claa_coventry_1935|1938,40-cp-markv_x1-fore,40-he-2pdr,AA Battery,2
claa_coventry_1935|1938,12-cp-markii_x2-coventry,12-b-uk,AA Battery,3
claa_coventry_1935|1939,102-cp-ha-markiii_x8-coventry,102-he-uk,Primary Gun,1
claa_coventry_1935|1939,40-cp-markv_x1-fore,40-he-2pdr,AA Battery,2
claa_coventry_1935|1939,12-cp-markii_x2-coventry,12-b-uk,AA Battery,3
claa_coventry_1935|1942,102-cp-ha-markiii_x8-coventry,102-he-uk,Primary Gun,1
claa_coventry_1935|1942,40-cp-markv_x1-fore,40-he-2pdr,AA Battery,2
claa_coventry_1935|1942,20-p-mark1_x5-coventry,20-he-uk,AA Battery,3
claa_coventry_1935|1942,12-cp-markii_x2-coventry,12-b-uk,AA Battery,4
cl_ceres|1942,152-gs-pvii_abrxy,152-cpbc-2crh,Primary Gun,1
cl_ceres|1942,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_ceres|1942,40-p-markii_x2-fantail,40-he-uk,AA Battery,3
cl_ceres|1942,20-p-mark1_x6-cardiff,20-he-uk,AA Battery,4
cl_ceres|1942,533-tt-dual-uk_x4,,,
cl_ceres|1942,placeholder_torpedo,,,
cl_ceres|1943,152-gs-pvii_abrxy,152-cpbc-2crh,Primary Gun,1
cl_ceres|1943,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_ceres|1943,20-p-mark1_x6-cardiff,20-he-uk,AA Battery,3
cl_ceres|1943,533-tt-dual-uk_x4,,,
cl_ceres|1943,placeholder_torpedo,,,
cl_ceres|1944,152-gs-pvii_abrxy,152-cpbc-2crh,Primary Gun,1
cl_ceres|1944,20-p-mark1_x14-cardiff,20-he-uk,AA Battery,2
cl_ceres|1944,533-tt-dual-uk_x4,,,
cl_ceres|1944,placeholder_torpedo,,,
claa_curacoa_1939,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_curacoa_1939,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_curacoa_1939,40-p-markii_x2-fantail,40-he-uk,AA Battery,2
claa_curacoa_1939,12-cp-markii_x2-coventry,12-b-uk,AA Battery,3
claa_curacoa_1939|1940,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_curacoa_1939|1940,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_curacoa_1939|1940,40-p-markii_x2-fantail,40-he-uk,AA Battery,2
claa_curacoa_1939|1940,12-cp-markii_x2-coventry,12-b-uk,AA Battery,3
claa_curacoa_1939|1940,178-up_x1,,AA Battery,
claa_curacoa_1939|1940,cl-arethusa-1935_1941-7,,,
claa_curacoa_1939|1941,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_curacoa_1939|1941,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_curacoa_1939|1941,40-p-markii_x4-ceres,40-he-uk,AA Battery,2
claa_curacoa_1939|1941,12-cp-markii_x2-coventry,12-b-uk,AA Battery,3
claa_curacoa_1939|1942,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_curacoa_1939|1942,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_curacoa_1939|1942,40-p-markii_x4-ceres,40-he-uk,AA Battery,2
claa_curacoa_1939|1942,20-p-mark1_x5-caradoc,20-he-uk,AA Battery,3
claa_curacoa_1939|1942,12-cp-markii_x2-coventry,12-b-uk,AA Battery,4
cl_carlisle,152-gs-pvii_abrxy,152-cpbc-2crh,Primary Gun,1
cl_carlisle,76-cp-ha-markii_x2-revenge,76-he-uk-early,AA Battery,2
cl_carlisle,47-p-marki-la_x4-wey,47-he-uk,Tertiary Gun,3
cl_carlisle,40-p-markii_x2-fantail,40-he-uk,AA Battery,4
cl_carlisle,533-tt-dual-uk_x4,,,
cl_carlisle,placeholder_torpedo,,,
claa_cairo_1938,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_cairo_1938,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_cairo_1938,12-cp-markii_x2,12-b-uk,AA Battery,3
claa_cairo_1938|1941,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_cairo_1938|1941,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_cairo_1938|1941,20-p-mark1_x5-caradoc,20-he-uk,AA Battery,3
claa_cairo_1938|1941,12-cp-markii_x2,12-b-uk,AA Battery,4
claa_cairo_1938|carlisle_1941,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_cairo_1938|carlisle_1941,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_cairo_1938|carlisle_1941,40-p-markii_x2-fantail,40-he-uk,AA Battery,2
claa_cairo_1938|carlisle_1941,12-cp-markii_x2,12-b-uk,AA Battery,3
claa_cairo_1938|carlisle_1942,102-cp-twin-ha-markxix_arxy,102-he-uk,Primary Gun,1
claa_cairo_1938|carlisle_1942,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,2
claa_cairo_1938|carlisle_1942,40-p-markii_x2-fantail,40-he-uk,AA Battery,2
claa_cairo_1938|carlisle_1942,20-p-mark1_x7,20-he-uk,AA Battery,3
